R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,03/06/2023,home,16340,775,Western New Eng.,9,True,3,7,-4,loss,2423500,673,2514141,2023,3
0,3,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,03/12/2023,neutral,16340,453,Muhlenberg,9,True,2,1,1,win,2395023,673,2514141,2023,3
0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/13/2023,away,16340,267,Hamilton,9,True,3,2,1,win,2395231,673,2514141,2023,3
1,2,1,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,1,03/15/2023,home,16340,733,Utica,9,True,12,1,11,win,2395598,673,2514141,2023,3
1,4,3,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,03/17/2023,away,16340,69,Bowdoin,9,True,13,9,4,win,2395861,673,2514141,2023,3
0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,03/18/2023,neutral,16340,78,SUNY Brockport,9,True,1,17,-16,loss,2396228,673,2514141,2023,3
0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,03/21/2023,home,16340,777,Westfield St.,9,True,1,5,-4,loss,2425574,673,2514141,2023,3
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/26/2023,home,16340,486,MCLA,9,True,6,4,2,win,2397755,673,2514141,2023,3
0,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,03/28/2023,home,16340,73,Brandeis,9,True,4,5,-1,loss,2392786,673,2514141,2023,3
0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,04/02/2023,home,16340,45,Babson,9,True,1,0,1,win,2399219,673,2514141,2023,3
0,4,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,04/02/2023,home,16340,45,Babson,9,True,4,7,-3,loss,2410502,673,2514141,2023,3
0,4,2,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,04/04/2023,away,16340,398,MIT,9,True,5,13,-8,loss,2399976,673,2514141,2023,3
0,4,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,04/08/2023,away,16340,779,Wheaton (MA),9,True,2,5,-3,loss,2401003,673,2514141,2023,3
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/08/2023,away,16340,779,Wheaton (MA),9,True,3,4,-1,loss,2410238,673,2514141,2023,3
1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,04/11/2023,home,16340,398,MIT,9,True,5,7,-2,loss,2401430,673,2514141,2023,3
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/15/2023,home,16340,808,WPI,9,True,9,5,4,win,2402210,673,2514141,2023,3
