R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
2,5,3,0,0,6,1,2,0,0,0,0,1,0,0,0,0,0,0,02/16/2024,home,16580,503,NIU,9,True,12,2,10,win,4542964,2,2336904,2024,1
2,3,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,1,02/16/2024,home,16580,503,NIU,9,True,16,6,10,win,4525643,2,2336904,2024,1
2,4,2,0,0,5,1,4,0,0,1,0,0,0,0,0,0,0,0,02/17/2024,home,16580,503,NIU,9,True,10,4,6,win,4525964,2,2336904,2024,1
2,3,1,0,0,4,1,2,1,1,0,0,0,0,0,0,0,0,0,02/18/2024,home,16580,503,NIU,9,True,7,14,-7,loss,4526250,2,2336904,2024,1
0,4,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,02/21/2024,neutral,16580,521,Oklahoma St.,9,True,4,8,-4,loss,4526430,2,2336904,2024,1
0,3,1,0,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,02/23/2024,home,16580,540,Penn,9,True,4,3,1,win,4526755,2,2336904,2024,1
0,3,1,0,0,1,0,1,1,0,1,0,2,0,0,0,0,0,0,02/24/2024,home,16580,540,Penn,9,True,10,4,6,win,4527077,2,2336904,2024,1
0,2,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,02/24/2024,home,16580,540,Penn,9,True,2,7,-5,loss,4544130,2,2336904,2024,1
1,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,02/25/2024,home,16580,540,Penn,9,True,9,3,6,win,4527443,2,2336904,2024,1
0,4,2,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,02/28/2024,away,16580,51,Baylor,9,True,6,4,2,win,4527694,2,2336904,2024,1
