R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,02/16/2024,neutral,16580,620,St. Thomas (MN),9,True,21,9,12,win,4525579,609,2968542,2024,1
1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,02/17/2024,neutral,16580,620,St. Thomas (MN),9,True,15,7,8,win,5245640,609,2968542,2024,1
0,1,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,02/21/2024,away,16580,30136,Lindenwood,9,True,10,2,8,win,5246900,609,2968542,2024,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/23/2024,away,16580,771,Western Ill.,9,True,20,6,14,win,4526657,609,2968542,2024,1
1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,02/24/2024,away,16580,771,Western Ill.,9,True,17,4,13,win,4527080,609,2968542,2024,1
0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,03/03/2024,home,16580,349,Le Moyne,9,True,19,5,14,win,4528691,609,2968542,2024,1
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/05/2024,home,16580,771,Western Ill.,9,True,14,4,10,win,4528937,609,2968542,2024,1
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/16/2024,away,16580,655,Southeastern La.,9,True,8,9,-1,loss,4531451,609,2968542,2024,1
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/22/2024,home,16580,140,Cincinnati,9,True,14,12,2,win,4532317,609,2968542,2024,1
0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,03/23/2024,home,16580,140,Cincinnati,9,True,4,13,-9,loss,4532588,609,2968542,2024,1
0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,04/02/2024,home,16580,660,SIUE,10,True,5,4,1,win,4534914,609,2968542,2024,1
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,04/06/2024,away,16580,606,Saint Joseph's,9,True,1,9,-8,loss,4535702,609,2968542,2024,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/13/2024,home,16580,173,Davidson,9,True,6,1,5,win,4536963,609,2968542,2024,1
1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,04/20/2024,away,16580,236,Fordham,9,True,4,8,-4,loss,4538705,609,2968542,2024,1
0,3,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,04/21/2024,away,16580,236,Fordham,9,True,4,5,-1,loss,4538989,609,2968542,2024,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/27/2024,away,16580,249,George Washington,9,True,3,5,-2,loss,4540139,609,2968542,2024,1
0,5,2,2,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,04/28/2024,away,16580,249,George Washington,9,True,4,2,2,win,4540422,609,2968542,2024,1
2,6,1,0,0,4,1,3,0,0,0,0,1,0,0,0,1,0,0,04/30/2024,away,16580,87,Butler,9,True,12,2,10,win,4540693,609,2968542,2024,1
0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,05/03/2024,home,16580,248,George Mason,9,True,4,3,1,win,4540919,609,2968542,2024,1
0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,05/04/2024,home,16580,248,George Mason,9,True,5,2,3,win,4541164,609,2968542,2024,1
1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,05/05/2024,home,16580,248,George Mason,10,True,5,4,1,win,4541433,609,2968542,2024,1
1,3,2,0,0,2,0,2,2,0,0,0,0,0,1,0,1,0,0,05/07/2024,home,16580,30136,Lindenwood,9,True,9,4,5,win,4541597,609,2968542,2024,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/10/2024,home,16580,175,Dayton,9,True,3,11,-8,loss,4541722,609,2968542,2024,1
0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,05/11/2024,home,16580,175,Dayton,9,True,11,4,7,win,4541864,609,2968542,2024,1
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/12/2024,home,16580,175,Dayton,9,True,8,5,3,win,4542001,609,2968542,2024,1
0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,05/17/2024,away,16580,400,Massachusetts,9,True,0,6,-6,loss,4542374,609,2968542,2024,1
1,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,05/18/2024,away,16580,400,Massachusetts,9,True,2,5,-3,loss,4542511,609,2968542,2024,1
