R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
0,4,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,02/16/2024,neutral,16580,77,BYU,9,True,1,8,-7,loss,4525575,657,2494065,2024,1
0,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,02/17/2024,neutral,16580,1104,Grand Canyon,9,True,1,8,-7,loss,4526017,657,2494065,2024,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/18/2024,neutral,16580,518,Ohio St.,9,True,2,5,-3,loss,4493115,657,2494065,2024,1
0,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,02/21/2024,away,16580,370,LMU (CA),9,True,3,5,-2,loss,4526412,657,2494065,2024,1
0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,02/23/2024,home,16580,551,Portland,9,True,0,4,-4,loss,4526561,657,2494065,2024,1
1,4,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,02/24/2024,home,16580,551,Portland,9,True,6,5,1,win,4526851,657,2494065,2024,1
0,5,2,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,02/25/2024,home,16580,551,Portland,9,True,10,4,6,win,4527265,657,2494065,2024,1
1,3,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,02/27/2024,home,16580,418,Michigan,9,True,5,8,-3,loss,4492264,657,2494065,2024,1
0,3,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,03/01/2024,neutral,16580,698,TCU,11,True,8,9,-1,loss,5250649,657,2494065,2024,1
0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,03/02/2024,neutral,16580,697,Texas A&M,9,True,3,9,-6,loss,4528158,657,2494065,2024,1
0,4,1,0,0,1,0,1,1,0,0,0,2,0,0,0,1,0,0,03/03/2024,neutral,16580,698,TCU,9,True,5,9,-4,loss,4528726,657,2494065,2024,1
0,5,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,03/05/2024,away,16580,97,Cal St. Fullerton,9,True,6,5,1,win,4528841,657,2494065,2024,1
0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,03/08/2024,home,16580,29,Arizona,9,True,9,16,-7,loss,4529306,657,2494065,2024,1
0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,03/10/2024,home,16580,29,Arizona,9,True,4,1,3,win,4530008,657,2494065,2024,1
0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,03/12/2024,home,16580,30135,California Baptist,9,True,2,3,-1,loss,4530387,657,2494065,2024,1
1,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,03/15/2024,away,16580,674,Stanford,9,True,5,2,3,win,4531089,657,2494065,2024,1
0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/16/2024,away,16580,674,Stanford,9,True,1,7,-6,loss,4531483,657,2494065,2024,1
1,1,1,0,1,3,0,2,0,2,0,0,0,0,0,0,0,0,0,03/17/2024,away,16580,674,Stanford,9,True,11,8,3,win,4531785,657,2494065,2024,1
2,5,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,03/22/2024,away,16580,110,UCLA,9,True,15,2,13,win,4532294,657,2494065,2024,1
1,4,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,03/23/2024,away,16580,110,UCLA,9,True,6,7,-1,loss,4532574,657,2494065,2024,1
1,3,1,0,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,03/24/2024,away,16580,110,UCLA,9,True,3,6,-3,loss,4533017,657,2494065,2024,1
