R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,4,2,0,0,5,1,1,0,0,0,0,1,0,0,0,0,0,0,02/16/2024,away,16580,1068,Elon,9,True,2,10,-8,loss,4525647,726,2459250,2024,1
2,5,1,0,0,4,1,4,1,1,0,0,1,0,0,0,0,0,0,02/17/2024,away,16580,1068,Elon,9,True,21,13,8,win,4525974,726,2459250,2024,1
0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,02/18/2024,away,16580,1068,Elon,9,True,9,7,2,win,4526204,726,2459250,2024,1
1,4,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,02/21/2024,home,16580,251,Georgetown,9,True,3,5,-2,loss,4526437,726,2459250,2024,1
0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,02/23/2024,neutral,16580,721,Air Force,9,True,1,7,-6,loss,4526592,726,2459250,2024,1
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/24/2024,neutral,16580,721,Air Force,9,True,0,10,-10,loss,4526935,726,2459250,2024,1
0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,02/25/2024,neutral,16580,721,Air Force,9,True,2,4,-2,loss,4527293,726,2459250,2024,1
3,5,2,0,0,5,1,4,1,0,0,0,1,0,0,0,0,0,0,02/27/2024,home,16580,178,Delaware St.,9,True,17,7,10,win,4527597,726,2459250,2024,1
0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,03/01/2024,home,16580,310,Iona,9,True,4,8,-4,loss,4527961,726,2459250,2024,1
1,4,1,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,03/02/2024,home,16580,310,Iona,9,True,12,3,9,win,4528356,726,2459250,2024,1
2,1,1,0,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,03/03/2024,home,16580,310,Iona,10,True,7,8,-1,loss,4528684,726,2459250,2024,1
