R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
0,2,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,02/18/2023,neutral,16340,190,Drew,9,True,1,7,-6,loss,2390640,451,2828928,2023,3
1,4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,03/04/2023,neutral,16340,321,John Jay,9,True,7,0,7,win,2408412,451,2828928,2023,3
0,1,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,03/05/2023,home,16340,480,CCNY,9,True,10,9,1,win,2423073,451,2828928,2023,3
2,4,1,0,0,4,1,1,0,1,0,0,1,0,0,0,0,0,0,03/05/2023,home,16340,480,CCNY,9,True,17,3,14,win,2393401,451,2828928,2023,3
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/12/2023,neutral,16340,707,Thiel,9,True,3,2,1,win,2424108,451,2828928,2023,3
0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,03/16/2023,neutral,16340,335,Kenyon,9,True,4,8,-4,loss,2395766,451,2828928,2023,3
4,5,5,2,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,03/17/2023,neutral,16340,397,Marywood,9,True,14,3,11,win,2418507,451,2828928,2023,3
0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,03/22/2023,away,16340,679,Stevens,9,True,4,6,-2,loss,2397160,451,2828928,2023,3
1,2,1,0,0,4,1,3,0,0,0,0,1,0,0,0,0,0,0,03/24/2023,home,16340,814,Yeshiva,9,True,25,0,25,win,2410348,451,2828928,2023,3
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/26/2023,away,16340,27892,Farmingdale St.,9,True,0,1,-1,loss,2398183,451,2828928,2023,3
0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/29/2023,away,16340,319,New Jersey City,9,True,11,14,-3,loss,2426470,451,2828928,2023,3
4,5,3,0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,04/13/2023,away,16340,279,Lehman,9,True,34,7,27,win,2401692,451,2828928,2023,3
0,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,04/15/2023,home,16340,382,Manhattanville,9,True,2,1,1,win,2402170,451,2828928,2023,3
0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,04/15/2023,home,16340,382,Manhattanville,10,True,5,10,-5,loss,2409587,451,2828928,2023,3
2,4,3,0,0,6,1,2,0,0,0,0,1,0,0,0,0,0,0,04/16/2023,home,16340,524,Old Westbury,9,True,16,3,13,win,2410739,451,2828928,2023,3
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/22/2023,away,16340,478,SUNY Maritime,9,True,1,5,-4,loss,2411828,451,2828928,2023,3
3,5,4,1,0,11,2,7,0,0,0,0,1,0,0,0,0,0,0,04/22/2023,away,16340,478,SUNY Maritime,9,True,23,4,19,win,2411829,451,2828928,2023,3
2,3,1,1,0,2,0,1,1,1,0,0,0,1,0,0,0,0,0,04/26/2023,away,16340,737,Vassar,9,True,8,6,2,win,2404648,451,2828928,2023,3
0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,04/28/2023,away,16340,724,Merchant Marine,9,True,2,1,1,win,2405211,451,2828928,2023,3
0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,04/28/2023,away,16340,724,Merchant Marine,9,True,0,2,-2,loss,2411105,451,2828928,2023,3
