R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,03/06/2023,neutral,16340,1226,Minn.-Morris,9,True,7,4,3,win,2423505,376,2691829,2023,3
0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,03/11/2023,away,16340,142,Claremont-M-S,9,True,0,5,-5,loss,2423930,376,2691829,2023,3
0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/13/2023,neutral,16340,121,Carthage,9,True,7,1,6,win,2424504,376,2691829,2023,3
2,4,2,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,03/16/2023,neutral,16340,764,Wesleyan (CT),9,True,10,7,3,win,2418257,376,2691829,2023,3
0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,03/17/2023,neutral,16340,567,Redlands,9,True,5,15,-10,loss,2395568,376,2691829,2023,3
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/17/2023,neutral,16340,121,Carthage,9,True,10,6,4,win,2417814,376,2691829,2023,3
0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,03/18/2023,neutral,16340,372,Luther,9,True,0,10,-10,loss,2418318,376,2691829,2023,3
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/26/2023,neutral,16340,804,Wis.-Superior,9,True,5,4,1,win,2426206,376,2691829,2023,3
1,3,1,1,0,2,0,1,1,0,0,0,0,1,0,0,0,0,1,03/26/2023,neutral,16340,804,Wis.-Superior,9,True,9,4,5,win,2426301,376,2691829,2023,3
1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,04/07/2023,neutral,16340,618,St. Scholastica,9,True,4,8,-4,loss,2399883,376,2691829,2023,3
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,04/08/2023,away,16340,266,Gust. Adolphus,9,True,0,12,-12,loss,2400862,376,2691829,2023,3
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/08/2023,away,16340,266,Gust. Adolphus,9,True,2,14,-12,loss,2409434,376,2691829,2023,3
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/12/2023,home,16340,118,Carleton,9,True,13,3,10,win,2409203,376,2691829,2023,3
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,04/17/2023,away,16340,268,Hamline,9,True,10,1,9,win,2429514,376,2691829,2023,3
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/17/2023,away,16340,268,Hamline,9,True,6,21,-15,loss,2411028,376,2691829,2023,3
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/23/2023,away,16340,60,Bethel (MN),9,True,1,12,-11,loss,2409178,376,2691829,2023,3
0,2,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,04/24/2023,home,16340,602,Saint John's (MN),9,True,5,15,-10,loss,2410958,376,2691829,2023,3
