R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,3,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,02/17/2023,home,16340,741,VMI,9,True,11,2,9,win,2390246,430,2465021,2023,1
1,4,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,02/18/2023,home,16340,741,VMI,9,True,13,14,-1,loss,2390494,430,2465021,2023,1
2,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,02/19/2023,home,16340,741,VMI,9,True,9,3,6,win,2390814,430,2465021,2023,1
0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,02/21/2023,home,16340,498,ULM,9,True,5,11,-6,loss,2391084,430,2465021,2023,1
2,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,02/22/2023,home,16340,498,ULM,9,True,14,3,11,win,2391205,430,2465021,2023,1
0,3,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,02/24/2023,home,16340,28,Arizona St.,9,True,4,13,-9,loss,2391273,430,2465021,2023,1
0,3,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,02/25/2023,home,16340,28,Arizona St.,9,True,5,1,4,win,2391579,430,2465021,2023,1
1,3,1,0,0,4,1,1,0,0,0,1,1,0,0,0,0,0,0,02/26/2023,home,16340,28,Arizona St.,9,True,16,3,13,win,2391994,430,2465021,2023,1
2,3,2,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,02/28/2023,neutral,16340,664,Southern Miss.,9,True,10,9,1,win,2392472,430,2465021,2023,1
1,2,1,1,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,03/03/2023,neutral,16340,518,Ohio St.,9,True,3,8,-5,loss,2392882,430,2465021,2023,1
1,4,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,03/04/2023,neutral,16340,522,Oklahoma,9,True,9,15,-6,loss,2393210,430,2465021,2023,1
0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,03/05/2023,neutral,16340,107,California,9,True,8,4,4,win,2393479,430,2465021,2023,1
1,2,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,03/07/2023,home,16340,735,Valparaiso,9,True,12,2,10,win,2393739,430,2465021,2023,1
1,4,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,03/10/2023,home,16340,28600,Lipscomb,9,True,8,2,6,win,2394186,430,2465021,2023,1
0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,03/11/2023,home,16340,28600,Lipscomb,9,True,4,3,1,win,2423985,430,2465021,2023,1
2,3,1,1,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,03/11/2023,home,16340,28600,Lipscomb,9,True,12,4,8,win,2394513,430,2465021,2023,1
0,4,2,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,03/14/2023,neutral,16340,483,Nicholls,9,True,12,4,8,win,2395364,430,2465021,2023,1
0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,03/15/2023,neutral,16340,671,Louisiana,9,True,4,2,2,win,2395699,430,2465021,2023,1
0,4,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,03/17/2023,away,16340,334,Kentucky,10,True,5,6,-1,loss,2395786,430,2465021,2023,1
0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,03/18/2023,away,16340,334,Kentucky,9,True,3,12,-9,loss,2396110,430,2465021,2023,1
0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,03/19/2023,away,16340,334,Kentucky,9,True,3,17,-14,loss,2396532,430,2465021,2023,1
0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,03/21/2023,home,16340,30,Arkansas St.,9,True,16,2,14,win,2396847,430,2465021,2023,1
0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,03/24/2023,home,16340,736,Vanderbilt,9,True,3,26,-23,loss,2397278,430,2465021,2023,1
1,3,1,0,0,4,1,2,0,0,0,0,0,1,0,0,0,0,1,03/25/2023,home,16340,736,Vanderbilt,9,True,5,18,-13,loss,2397578,430,2465021,2023,1
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/26/2023,home,16340,736,Vanderbilt,9,True,7,11,-4,loss,2398017,430,2465021,2023,1
0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,03/28/2023,home,16340,625,Samford,9,True,9,4,5,win,2398338,430,2465021,2023,1
0,3,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,03/30/2023,home,16340,648,South Carolina,9,True,4,6,-2,loss,2398708,430,2465021,2023,1
0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/31/2023,home,16340,648,South Carolina,9,True,13,3,10,win,2398742,430,2465021,2023,1
0,3,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,04/01/2023,home,16340,648,South Carolina,9,True,5,14,-9,loss,2399038,430,2465021,2023,1
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,04/04/2023,home,16340,261,Grambling,9,True,21,2,19,win,2399803,430,2465021,2023,1
