R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
0,5,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,02/09/2024,away,16580,12830,Tusculum,9,True,8,2,6,win,4525255,30050,2964651,2024,2
2,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,02/09/2024,away,16580,12830,Tusculum,9,True,4,3,1,win,4543134,30050,2964651,2024,2
1,4,3,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,02/11/2024,away,16580,12830,Tusculum,9,True,4,5,-1,loss,4525347,30050,2964651,2024,2
3,3,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,02/16/2024,away,16580,30075,Mary,9,True,13,3,10,win,4525605,30050,2964651,2024,2
2,5,2,0,1,4,0,0,1,0,0,0,2,0,0,0,0,0,0,02/17/2024,neutral,16580,383,Minnesota St.,9,True,11,9,2,win,4525855,30050,2964651,2024,2
0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,02/18/2024,away,16580,9012,Mo. Southern St.,9,True,2,5,-3,loss,4526265,30050,2964651,2024,2
2,5,2,0,0,2,0,2,0,1,0,0,1,0,0,0,2,0,0,02/23/2024,home,16580,30221,Davenport,9,True,16,5,11,win,4526628,30050,2964651,2024,2
1,5,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,02/24/2024,home,16580,30221,Davenport,9,True,5,9,-4,loss,5249471,30050,2964651,2024,2
2,1,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,02/25/2024,home,16580,30221,Davenport,9,True,8,18,-10,loss,5249682,30050,2964651,2024,2
3,4,3,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,02/25/2024,home,16580,30221,Davenport,9,True,17,7,10,win,5249746,30050,2964651,2024,2
2,4,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,03/01/2024,home,16580,30002,Trevecca Nazarene,9,True,9,4,5,win,4527882,30050,2964651,2024,2
1,4,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,03/02/2024,home,16580,30002,Trevecca Nazarene,9,True,6,5,1,win,5250709,30050,2964651,2024,2
1,4,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,03/02/2024,home,16580,30002,Trevecca Nazarene,9,True,9,6,3,win,5250832,30050,2964651,2024,2
2,5,2,1,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,03/08/2024,away,16580,1328,Rockhurst,9,True,8,7,1,win,4529215,30050,2964651,2024,2
1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,03/09/2024,away,16580,1328,Rockhurst,9,True,4,10,-6,loss,4529591,30050,2964651,2024,2
2,3,2,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,03/09/2024,away,16580,1328,Rockhurst,9,True,16,2,14,win,4543186,30050,2964651,2024,2
1,2,1,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,03/10/2024,away,16580,1328,Rockhurst,9,True,6,16,-10,loss,4529924,30050,2964651,2024,2
