R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,02/03/2023,away,16340,30220,Biola,9,True,5,13,-8,loss,2389708,30198,2329200,2023,2
0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,02/04/2023,home,16340,30220,Biola,9,True,9,8,1,win,2389778,30198,2329200,2023,2
1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,02/10/2023,home,16340,205,Mont. St. Billings,9,True,10,3,7,win,2389957,30198,2329200,2023,2
0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,02/18/2023,home,16340,30199,CUI,9,True,0,3,-3,loss,2407842,30198,2329200,2023,2
0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,03/03/2023,away,16340,93,Cal St. San B'dino,9,True,5,10,-5,loss,2392769,30198,2329200,2023,2
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/04/2023,away,16340,93,Cal St. San B'dino,9,True,2,11,-9,loss,2408663,30198,2329200,2023,2
0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,03/17/2023,away,16340,100,Cal State LA,9,True,5,13,-8,loss,2396059,30198,2329200,2023,2
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/18/2023,away,16340,100,Cal State LA,9,True,2,12,-10,loss,2409647,30198,2329200,2023,2
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/02/2023,home,16340,103,Stanislaus St.,9,True,3,4,-1,loss,2398872,30198,2329200,2023,2
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,04/03/2023,home,16340,103,Stanislaus St.,9,True,8,15,-7,loss,2399586,30198,2329200,2023,2
0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,05/06/2023,away,16340,30055,Cal St. Monterey Bay,9,True,5,14,-9,loss,2406318,30198,2329200,2023,2
