R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,4,2,0,0,5,1,3,1,0,0,0,1,0,0,0,1,0,0,02/16/2024,home,16580,660,SIUE,10,True,9,8,1,win,4525481,716,2324633,2024,1
0,4,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,02/17/2024,home,16580,660,SIUE,9,True,24,13,11,win,4525792,716,2324633,2024,1
1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,02/18/2024,home,16580,660,SIUE,9,True,11,0,11,win,4526039,716,2324633,2024,1
0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,02/23/2024,home,16580,275,Harvard,9,True,4,3,1,win,4526481,716,2324633,2024,1
0,3,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,02/25/2024,home,16580,275,Harvard,9,True,11,1,10,win,4527188,716,2324633,2024,1
2,5,4,2,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,02/28/2024,home,16580,331,Kent St.,9,True,12,11,1,win,4527643,716,2324633,2024,1
0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,03/01/2024,away,16580,508,Northwestern St.,9,True,3,5,-2,loss,4527810,716,2324633,2024,1
0,4,1,1,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,03/02/2024,away,16580,508,Northwestern St.,9,True,3,6,-3,loss,4528077,716,2324633,2024,1
0,3,2,0,0,2,0,2,1,0,0,0,0,0,1,0,0,0,0,03/03/2024,away,16580,508,Northwestern St.,9,True,7,0,7,win,4528483,716,2324633,2024,1
0,2,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,03/06/2024,away,16580,8,Alabama,9,True,7,8,-1,loss,4529012,716,2324633,2024,1
0,5,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,03/09/2024,away,16580,306,Indiana,9,True,8,1,7,win,4492106,716,2324633,2024,1
3,4,2,1,0,6,1,4,1,1,0,0,1,0,0,0,0,0,0,03/10/2024,away,16580,306,Indiana,9,True,15,11,4,win,4492107,716,2324633,2024,1
0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/12/2024,neutral,16580,37,Auburn,9,True,2,8,-6,loss,4530415,716,2324633,2024,1
0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,03/15/2024,away,16580,498,ULM,9,True,7,1,6,win,4531051,716,2324633,2024,1
0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,03/16/2024,away,16580,498,ULM,9,True,4,8,-4,loss,4531711,716,2324633,2024,1
1,4,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,03/19/2024,away,16580,9,UAB,9,True,9,8,1,win,4531871,716,2324633,2024,1
2,4,2,0,0,5,1,2,1,0,0,0,1,0,0,0,0,0,0,03/22/2024,home,16580,646,South Alabama,9,True,8,12,-4,loss,4532242,716,2324633,2024,1
0,5,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,03/23/2024,home,16580,646,South Alabama,9,True,8,10,-2,loss,4532537,716,2324633,2024,1
1,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,03/24/2024,home,16580,646,South Alabama,9,True,4,3,1,win,4532976,716,2324633,2024,1
1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,03/28/2024,away,16580,664,Southern Miss.,9,True,4,14,-10,loss,4533628,716,2324633,2024,1
1,3,1,1,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,03/29/2024,away,16580,664,Southern Miss.,9,True,9,8,1,win,4533827,716,2324633,2024,1
0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,03/30/2024,away,16580,664,Southern Miss.,9,True,3,5,-2,loss,4534172,716,2324633,2024,1
1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,04/02/2024,away,16580,7,Alabama St.,9,True,14,3,11,win,4534906,716,2324633,2024,1
3,1,1,1,0,2,0,2,2,0,1,0,0,0,0,0,1,0,0,04/05/2024,home,16580,30,Arkansas St.,9,True,14,0,14,win,4535097,716,2324633,2024,1
1,4,1,0,0,4,1,3,0,0,0,0,1,0,0,0,0,0,0,04/06/2024,home,16580,30,Arkansas St.,9,True,12,5,7,win,4535414,716,2324633,2024,1
0,3,1,1,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,04/07/2024,home,16580,30,Arkansas St.,9,True,9,8,1,win,4535864,716,2324633,2024,1
2,1,0,0,0,0,0,1,3,0,1,0,1,0,0,0,0,0,0,04/13/2024,away,16580,27,App State,9,True,17,2,15,win,4536911,716,2324633,2024,1
0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,04/13/2024,away,16580,27,App State,9,True,1,11,-10,loss,5282212,716,2324633,2024,1
0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,04/17/2024,home,16580,315,Jacksonville St.,9,True,3,5,-2,loss,4537920,716,2324633,2024,1
1,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,04/19/2024,home,16580,254,Georgia St.,9,True,8,10,-2,loss,4538106,716,2324633,2024,1
