App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,1,1.1,0.0,5,7,7,2,2,0,11,8,1,0,4,1,1,1,0,0,0,0,0,40,0,1,0,1,0,1,1,0,02/16/2024,away,16580,37,Auburn,9,True,6,17,-11,loss,4525493,202,2673404,2024,1
1,1,0.2,0.0,3,3,3,2,0,0,7,5,2,0,0,0,0,0,0,0,0,0,0,30,1,1,0,1,0,1,0,0,02/21/2024,away,16580,736,Vanderbilt,9,True,3,5,-2,loss,4526404,202,2673404,2024,1
1,0,2.0,0.0,1,0,0,1,2,0,7,6,0,0,0,0,0,0,0,2,0,0,0,23,2,1,0,0,0,4,1,0,02/24/2024,home,16580,514,Oakland,9,True,4,5,-1,loss,4527149,202,2673404,2024,1
1,0,3.0,0.0,2,2,2,1,3,0,13,10,0,0,0,1,0,2,0,0,0,0,0,38,2,3,0,0,0,2,2,1,02/27/2024,away,16580,367,Louisville,9,True,3,12,-9,loss,4527600,202,2673404,2024,1
1,0,1.0,0.0,1,1,1,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,15,2,1,0,0,0,4,0,0,03/02/2024,home,16580,771,Western Ill.,9,True,3,5,-2,loss,4527957,202,2673404,2024,1
1,0,0.1,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,5,0,0,03/03/2024,home,16580,771,Western Ill.,9,True,3,5,-2,loss,4528661,202,2673404,2024,1
1,1,2.0,0.0,0,1,1,3,4,0,11,5,0,0,1,0,0,2,0,0,0,0,1,51,1,1,0,0,0,1,2,0,03/06/2024,home,16580,334,Kentucky,9,True,2,5,-3,loss,4528969,202,2673404,2024,1
1,1,0.1,0.0,5,5,5,2,0,0,8,6,0,0,0,1,0,0,0,0,0,0,0,29,1,0,0,1,0,1,0,0,03/10/2024,home,16580,810,Wright St.,9,True,16,21,-5,loss,4530170,202,2673404,2024,1
1,0,0.1,0.0,4,5,5,1,0,0,6,5,0,0,0,1,0,0,0,0,0,0,0,21,1,0,0,0,0,4,0,0,03/12/2024,away,16580,694,Tennessee,9,True,2,17,-15,loss,4530327,202,2673404,2024,1
1,0,1.0,0.0,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,0,0,3,0,0,03/15/2024,away,16580,1004,Central Ark.,9,True,7,8,-1,loss,4531065,202,2673404,2024,1
