date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/16/2019,away,14781,654,Southeast Mo. St.,9,True,1,5,-4,loss,1 - 5,4735345,774,1,0.2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,3,1,0,0,0,0,5,0,1769345,2019
02/17/2019,away,14781,654,Southeast Mo. St.,9,True,4,8,-4,loss,4 - 8,4707135,774,1,0.1,0,0,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1769345,2019
02/21/2019,away,14781,14927,Belmont,9,True,1,2,-1,loss,1 - 2,4711182,774,1,0.0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,4,0,1769345,2019
03/03/2019,away,14781,651,South Fla.,9,True,9,10,-1,loss,9 - 10,4722619,774,1,0.2,0,1,0,0,1,0,0,5,2,0,0,0,0,0,1,1,2,2,1,0,0,2,0,0,0,0,9,0,1769345,2019
03/06/2019,home,14781,251,Georgetown,9,True,22,1,21,win,22 - 1,4724889,774,1,4.0,0,4,1,1,0,4,0,15,15,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,1,2,3,1769345,2019
03/09/2019,away,14781,2711,North Florida,9,True,2,11,-9,loss,2 - 11,4727512,774,1,1.1,0,4,2,2,1,0,0,9,8,2,0,0,0,0,0,0,3,3,0,0,28,2,2,0,0,0,2,0,1769345,2019
03/16/2019,away,14781,87,Butler,9,True,0,10,-10,loss,0 - 10,4737668,774,1,1.2,0,2,1,1,1,3,0,8,7,0,1,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,3,2,1769345,2019
03/19/2019,away,14781,418,Michigan,9,True,5,12,-7,loss,5 - 12,4744236,774,1,1.1,0,4,3,3,1,4,0,9,8,1,0,1,1,0,0,0,2,0,0,0,34,0,0,0,0,0,3,0,1769345,2019
03/23/2019,home,14781,47,Ball St.,9,True,3,10,-7,loss,3 - 10,4763108,774,1,1.0,0,3,2,0,1,0,0,6,5,2,0,0,0,0,0,0,2,0,0,0,23,1,1,0,0,0,3,0,1769345,2019
03/24/2019,home,14781,47,Ball St.,9,True,15,20,-5,loss,15 - 20,4763131,774,1,0.2,0,3,1,1,0,0,0,5,5,0,0,0,0,0,0,0,2,2,0,0,12,1,1,0,0,0,4,0,1769345,2019
04/07/2019,away,14781,331,Kent St.,9,True,3,15,-12,loss,3 - 15,4762562,774,1,1.2,0,3,0,0,1,0,0,8,7,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,6,0,1769345,2019
04/10/2019,away,14781,513,Notre Dame,9,True,12,2,10,win,12 - 2,4766107,774,1,3.0,0,2,0,0,2,4,0,12,10,0,0,0,0,1,0,0,3,1,0,0,44,4,0,0,0,0,2,1,1769345,2019
04/13/2019,home,14781,503,NIU,9,True,10,4,6,win,10 - 4,4767966,774,1,1.0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,1,1769345,2019
04/16/2019,away,14781,735,Valparaiso,9,True,1,11,-10,loss,1 - 11,4771950,774,1,1.1,0,1,1,1,1,0,0,6,5,0,0,0,1,0,0,0,2,0,0,0,22,2,2,0,0,0,3,0,1769345,2019
05/04/2019,home,14781,204,Eastern Mich.,9,True,12,2,10,win,12 - 2,4787052,774,1,0.2,0,0,0,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1769345,2019
05/07/2019,away,14781,545,Pittsburgh,9,True,3,14,-11,loss,3 - 14,4789005,774,1,0.2,0,0,2,2,3,1,0,6,2,0,0,0,0,0,1,0,1,0,0,0,8,1,0,0,0,0,2,0,1769345,2019
