date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/28/2022,home,15860,503,NIU,9,True,7,6,1,win,7 - 6,5221604,454,1,2.2,0,5,3,3,2,1,0,14,12,0,0,0,0,0,0,0,0,0,0,0,58,2,4,0,0,0,2,0,1,2476178,2022
03/08/2022,away,15860,334,Kentucky,9,True,1,9,-8,loss,1 - 9,5229162,454,1,0.0,0,1,1,1,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,0,0,2476178,2022
03/30/2022,away,15860,6,Alabama A&M,9,True,7,3,4,win,7 - 3,5250457,454,1,3.0,0,0,0,0,2,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,0,3,0,0,2476178,2022
04/01/2022,home,15860,14927,Belmont,9,True,6,13,-7,loss,6 - 13,5251722,454,1,1.2,0,0,0,0,0,2,0,5,5,0,0,0,0,0,0,0,2,0,0,0,16,1,2,0,0,0,5,1,0,2476178,2022
04/05/2022,home,15860,659,Southern Ill.,11,True,5,8,-3,loss,5 - 8,5256613,454,1,6.0,0,4,0,0,1,3,0,23,22,0,0,0,0,0,0,0,0,0,0,0,75,6,9,0,0,0,3,1,0,2476178,2022
04/10/2022,away,15860,654,Southeast Mo. St.,9,True,10,11,-1,loss,10 - 11,5261517,454,1,2.0,0,4,2,2,0,3,0,10,10,0,1,0,1,0,0,0,1,1,0,0,30,2,1,0,1,0,3,0,0,2476178,2022
04/12/2022,away,15860,433,Ole Miss,9,True,2,8,-6,loss,2 - 8,5262671,454,1,1.1,0,1,0,0,2,1,0,7,5,1,0,0,0,0,0,0,1,1,0,0,26,2,1,0,0,0,9,0,0,2476178,2022
04/18/2022,away,15860,404,Memphis,9,True,4,5,-1,loss,4 - 5,5289398,454,1,2.2,0,3,1,1,1,2,0,11,10,1,0,0,0,0,0,0,2,0,0,0,51,2,3,0,0,0,2,1,0,2476178,2022
04/23/2022,away,15860,201,Eastern Ill.,9,True,15,9,6,win,15 - 9,5273408,454,1,2.1,0,5,3,3,0,0,0,13,12,1,0,0,1,0,1,0,3,0,0,0,0,3,4,0,0,0,3,0,0,2476178,2022
05/01/2022,home,15860,660,SIUE,9,True,7,6,1,win,7 - 6,5281260,454,1,1.2,0,5,2,0,0,1,0,11,10,0,0,0,0,0,0,0,1,1,0,1,33,0,4,0,0,0,2,1,0,2476178,2022
05/13/2022,home,15860,771,Western Ill.,9,True,9,3,6,win,9 - 3,5287225,454,1,3.1,0,3,0,0,0,2,0,13,13,1,0,0,0,0,0,0,2,0,0,0,37,3,5,0,0,1,2,1,0,2476178,2022
05/20/2022,home,15860,692,Tennessee Tech,9,True,8,15,-7,loss,8 - 15,5289257,454,1,0.2,0,4,3,3,0,0,0,6,6,1,0,0,2,0,0,0,3,3,0,0,22,0,2,0,1,0,2,0,0,2476178,2022
