App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,0,1.0,0.0,1,0,0,1,2,0,5,4,0,0,0,0,1,0,0,0,0,0,0,19,1,0,0,0,0,3,1,0,02/21/2023,away,16340,433,Ole Miss,9,True,3,11,-8,loss,2391172,30,2498377,2023,1
1,0,1.0,0.0,2,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,8,1,2,0,0,0,2,0,0,02/25/2023,home,16340,299,Illinois St.,9,True,8,12,-4,loss,2391596,30,2498377,2023,1
1,0,1.0,0.0,0,0,0,0,2,0,3,3,0,0,0,0,1,0,0,0,0,0,0,14,1,0,0,0,0,2,0,0,02/28/2023,home,16340,432,Mississippi Val.,9,True,3,2,1,win,2392490,30,2498377,2023,1
1,0,1.0,0.0,0,0,0,1,3,0,4,3,0,0,0,0,0,0,0,2,0,0,0,19,0,0,0,0,0,2,1,0,03/04/2023,home,16340,669,Missouri St.,9,True,4,6,-2,loss,2393287,30,2498377,2023,1
1,0,1.0,0.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,16,2,1,0,0,0,3,0,0,03/17/2023,away,16340,671,Louisiana,9,True,4,15,-11,loss,2396031,30,2498377,2023,1
1,0,1.0,0.0,2,3,2,0,0,0,6,5,0,0,0,0,0,0,0,2,1,0,1,28,1,2,0,0,0,2,0,0,03/21/2023,away,16340,430,Mississippi St.,9,True,2,16,-14,loss,2396847,30,2498377,2023,1
1,0,0.2,0.0,1,0,0,1,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,16,1,1,0,0,0,2,0,0,03/31/2023,away,16340,670,Texas St.,10,True,7,8,-1,loss,2398957,30,2498377,2023,1
1,0,0.2,0.0,1,0,0,1,0,0,3,2,0,0,0,0,0,0,0,1,1,0,0,14,1,0,0,0,0,5,0,0,04/02/2023,away,16340,670,Texas St.,9,True,6,7,-1,loss,2399595,30,2498377,2023,1
1,0,1.0,0.0,3,3,3,0,1,0,7,4,1,0,0,0,1,1,0,0,0,1,1,22,1,1,0,0,0,6,0,0,04/14/2023,away,16340,254,Georgia St.,9,True,13,18,-5,loss,2401975,30,2498377,2023,1
1,0,1.2,0.0,1,0,0,0,2,0,6,6,0,0,0,0,1,0,0,2,1,0,0,24,2,1,0,0,0,8,0,0,04/18/2023,home,16340,433,Ole Miss,9,True,3,6,-3,loss,2402824,30,2498377,2023,1
1,0,1.0,0.0,3,2,2,0,1,0,6,6,0,0,0,2,0,0,0,0,0,0,0,26,1,1,0,0,0,2,0,0,04/22/2023,home,16340,498,ULM,9,True,25,4,21,win,2403949,30,2498377,2023,1
