date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
03/09/2022,home,15860,28,Arizona St.,12,True,3,2,1,win,3 - 2,5229762,109,1,0,1.0,0.0,1,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,2,0,0,2470258,2022
03/13/2022,home,15860,312,Iowa,9,True,10,12,-2,loss,10 - 12,5233733,109,1,0,1.0,0.0,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,13,1,1,0,0,0,6,0,0,2470258,2022
03/19/2022,home,15860,108,UC Davis,9,True,8,0,8,win,8 - 0,5240278,109,1,0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,2,0,0,2470258,2022
03/20/2022,home,15860,108,UC Davis,9,True,12,6,6,win,12 - 6,5241371,109,1,0,1.0,0.0,1,0,0,0,1,0,5,4,1,0,0,0,0,1,0,0,0,0,0,9,1,1,0,0,0,3,0,0,2470258,2022
03/25/2022,away,15860,277,Hawaii,9,True,6,5,1,win,6 - 5,5245712,109,1,0,1.0,0.0,1,0,0,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,16,1,2,1,0,0,3,0,0,2470258,2022
03/27/2022,away,15860,277,Hawaii,9,True,7,1,6,win,7 - 1,5248423,109,1,0,1.0,0.0,1,0,0,1,2,0,5,4,0,0,0,0,0,0,1,0,0,0,0,15,1,0,1,0,0,4,0,0,2470258,2022
04/01/2022,home,15860,101,CSUN,14,True,5,7,-2,loss,5 - 7,5252036,109,1,0,2.0,0.0,2,2,1,1,4,0,10,7,0,0,0,0,0,0,1,0,0,1,1,32,1,2,0,1,0,6,1,0,2470258,2022
04/03/2022,home,15860,101,CSUN,9,True,6,5,1,win,6 - 5,5255983,109,1,0,1.0,0.0,1,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,6,0,0,2470258,2022
04/05/2022,home,15860,97,Cal St. Fullerton,9,True,6,1,5,win,6 - 1,5256683,109,1,0,1.0,0.0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,4,0,0,2470258,2022
04/08/2022,away,15860,112,UC San Diego,9,True,11,7,4,win,11 - 7,5258645,109,1,0,1.0,0.0,1,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,3,0,0,2470258,2022
04/09/2022,away,15860,112,UC San Diego,9,True,11,9,2,win,11 - 9,5260115,109,1,0,0.2,0.0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,1,1,0,0,9,2,0,0,0,0,2,0,0,2470258,2022
