date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/27/2022,away,15860,402,McNeese,9,True,1,23,-22,loss,1 - 23,5218435,17,1,1,0.2,0.0,5,8,6,2,0,0,12,8,0,2,0,0,3,2,0,0,0,0,0,46,0,2,0,1,0,1,0,0,2674396,2022
03/06/2022,away,15860,314,Jackson St.,9,True,3,14,-11,loss,3 - 14,5226438,17,1,1,1.0,0.0,3,3,2,3,0,0,9,6,0,0,0,0,1,0,0,0,0,0,0,36,2,1,0,1,0,1,0,0,2674396,2022
03/25/2022,away,15860,553,Prairie View,9,True,0,17,-17,loss,0 - 17,5245635,17,1,0,2.1,0.0,1,2,2,3,3,0,12,8,0,0,0,0,3,1,0,0,0,0,0,0,2,2,0,0,0,2,0,0,2674396,2022
04/03/2022,home,15860,261,Grambling,9,True,4,14,-10,loss,4 - 14,5254737,17,1,1,1.0,0.0,0,2,2,2,0,0,7,3,0,0,0,0,2,2,0,0,0,0,0,0,1,2,0,1,0,1,0,0,2674396,2022
04/08/2022,home,15860,665,Southern U.,9,True,6,16,-10,loss,6 - 16,5258739,17,1,1,0.2,0.0,1,3,3,4,0,0,7,1,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,1,0,1,0,0,2674396,2022
04/30/2022,home,15860,553,Prairie View,9,True,3,18,-15,loss,3 - 18,5281389,17,1,0,0.2,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,4,0,0,2674396,2022
05/06/2022,away,15860,699,Texas Southern,9,True,6,12,-6,loss,6 - 12,5283832,17,1,0,3.0,0.0,3,3,3,5,0,0,14,9,2,0,0,0,0,0,0,0,0,0,0,50,5,1,0,0,0,2,0,0,2674396,2022
05/12/2022,away,15860,2678,Ark.-Pine Bluff,9,True,10,11,-1,loss,10 - 11,5286636,17,1,1,2.1,0.0,3,6,4,6,3,0,19,10,2,0,0,0,1,2,0,0,0,0,1,0,1,3,0,0,0,1,0,0,2674396,2022
05/19/2022,away,15860,665,Southern U.,9,True,2,21,-19,loss,2 - 21,5288843,17,1,0,1.0,0.0,0,0,0,2,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,19,0,2,0,0,0,2,0,0,2674396,2022
05/21/2022,away,15860,665,Southern U.,9,True,1,9,-8,loss,1 - 9,5289550,17,1,0,0.0,0.0,1,3,3,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,2,0,0,2674396,2022
