date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/26/2021,away,15580,669,Missouri St.,9,True,1,6,-5,loss,1 - 6,5008344,1004,1,1,4.0,0.0,7,3,3,0,3,0,18,18,1,0,0,0,1,0,0,0,0,0,0,0,4,4,0,1,0,1,1,0,1766500,2021
03/05/2021,home,15580,1395,Tarleton St.,9,True,6,1,5,win,6 - 1,5014892,1004,1,1,6.0,0.0,6,1,1,2,4,0,26,24,1,0,0,0,0,0,0,0,0,0,0,0,7,6,1,0,0,1,0,0,1766500,2021
03/12/2021,home,15580,2,Abilene Christian,11,True,8,9,-1,loss,8 - 9,5022517,1004,1,1,3.2,0.0,9,8,8,1,3,0,21,20,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,1,0,0,1766500,2021
03/14/2021,home,15580,2,Abilene Christian,9,True,9,8,1,win,9 - 8,5025462,1004,1,0,0.2,0.0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,6,0,0,1766500,2021
03/19/2021,away,15580,346,Lamar University,9,True,5,7,-2,loss,5 - 7,5030115,1004,1,1,5.0,0.0,8,7,7,3,5,0,26,23,2,1,0,2,0,0,0,0,0,0,0,92,8,2,0,1,0,1,1,0,1766500,2021
03/28/2021,away,15580,2743,UIW,9,True,4,3,1,win,4 - 3,5040368,1004,1,1,6.0,0.0,5,2,0,1,3,0,25,22,1,0,0,0,0,0,0,0,0,1,1,93,6,9,0,0,0,1,3,0,1766500,2021
04/02/2021,home,15580,624,Sam Houston,9,True,0,2,-2,loss,0 - 2,5044160,1004,1,1,7.0,1,6,2,0,1,8,0,29,27,0,0,0,1,0,0,0,0,0,0,1,117,7,6,0,1,0,1,5,0,1766500,2021
04/13/2021,home,15580,32,Little Rock,9,True,4,2,2,win,4 - 2,5055678,1004,1,0,1.0,0.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,2,1,1,0,0,5,0,0,1766500,2021
04/17/2021,away,15580,26172,A&M-Corpus Christi,9,True,1,2,-1,loss,1 - 2,5059565,1004,1,1,8.0,1,6,2,1,0,9,0,30,30,1,1,0,0,0,0,0,0,0,0,0,112,6,7,0,1,0,1,1,0,1766500,2021
04/24/2021,home,15580,676,SFA,9,True,2,8,-6,loss,2 - 8,5065723,1004,1,1,6.2,0.0,10,5,3,2,4,0,32,30,2,2,0,0,0,0,1,0,0,0,0,99,8,8,0,1,0,1,2,0,1766500,2021
05/01/2021,home,15580,508,Northwestern St.,9,True,9,2,7,win,9 - 2,5071216,1004,1,1,5.0,0.0,5,1,1,3,6,0,23,20,0,0,0,1,1,0,0,0,0,0,0,94,3,6,1,0,0,1,2,0,1766500,2021
05/08/2021,away,15580,474,New Orleans,9,True,0,11,-11,loss,0 - 11,5075501,1004,1,1,5.1,0.0,10,9,7,3,4,0,30,26,1,0,0,1,0,0,1,0,0,1,0,94,7,6,0,1,0,1,2,0,1766500,2021
05/14/2021,away,15580,287,Houston Baptist,9,True,8,6,2,win,8 - 6,5078396,1004,1,1,6.0,0.0,8,6,3,2,5,0,29,26,1,0,1,0,0,1,0,0,0,0,0,90,7,6,1,0,0,1,1,0,1766500,2021
05/20/2021,home,15580,402,McNeese,9,True,8,1,7,win,8 - 1,5080086,1004,1,1,9.0,1,8,1,1,1,7,0,35,34,1,0,0,0,0,0,0,0,0,0,0,139,8,11,1,0,0,1,1,0,1766500,2021
