date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/15/2019,home,14781,204,Eastern Mich.,9,True,5,4,1,win,5 - 4,4705796,471,1,0.1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,3,1,0,0,14,0,1,1,0,0,4,0,2137419,2019
02/16/2019,home,14781,204,Eastern Mich.,10,True,10,9,1,win,10 - 9,4707327,471,1,2.0,0,0,0,0,1,2,0,7,4,0,0,0,0,0,0,0,3,3,0,2,30,0,3,1,0,0,4,0,2137419,2019
03/02/2019,away,14781,444,Morehead St.,9,True,7,11,-4,loss,7 - 11,4720266,471,1,1.0,0,3,1,1,1,1,0,6,5,1,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,3,0,2137419,2019
03/12/2019,away,14781,381,Manhattan,9,True,9,7,2,win,9 - 7,4732286,471,1,1.2,0,4,2,2,2,2,0,11,9,0,0,0,0,0,0,0,0,0,0,0,40,1,2,0,0,0,1,0,2137419,2019
03/16/2019,away,14781,198,ETSU,9,True,1,8,-7,loss,1 - 8,4737768,471,1,0.0,0,0,2,2,3,0,0,3,0,0,0,0,0,1,0,0,2,2,0,0,17,0,0,0,0,0,2,0,2137419,2019
03/24/2019,away,14781,355,Liberty,9,True,1,8,-7,loss,1 - 8,4746682,471,1,0.2,0,1,1,1,2,2,0,6,3,1,0,0,0,0,1,0,0,0,0,0,23,0,0,0,0,0,2,1,2137419,2019
03/26/2019,home,14781,635,Seton Hall,9,True,5,8,-3,loss,5 - 8,4756078,471,1,1.0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,1,2137419,2019
03/29/2019,home,14781,316,Jacksonville,9,True,5,6,-1,loss,5 - 6,4751649,471,1,2.0,0,1,0,0,2,2,0,9,6,1,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0,3,2,2137419,2019
04/03/2019,away,14781,576,Rider,9,True,10,16,-6,loss,10 - 16,4757554,471,1,1.0,0,0,0,0,0,2,0,5,3,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,6,2,2137419,2019
04/10/2019,away,14781,617,Saint Peter's,9,True,6,2,4,win,6 - 2,4765034,471,1,1.1,0,1,1,1,1,1,0,6,5,0,0,0,1,0,0,0,2,0,0,0,0,2,1,0,0,0,3,0,2137419,2019
04/13/2019,away,14781,2711,North Florida,9,True,2,5,-3,loss,2 - 5,4768297,471,1,1.0,0,1,0,0,2,0,0,6,3,0,0,0,0,0,1,0,0,0,0,0,19,0,2,0,0,0,2,0,2137419,2019
04/19/2019,home,14781,28600,Lipscomb,9,True,5,10,-5,loss,5 - 10,4774462,471,1,1.2,0,3,2,1,2,1,0,9,6,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,1,2137419,2019
04/24/2019,away,14781,439,Monmouth,9,True,1,3,-2,loss,1 - 3,4779112,471,1,1.2,0,1,0,0,2,2,0,8,6,0,0,0,0,0,0,0,2,0,0,0,31,2,1,0,0,0,5,1,2137419,2019
04/28/2019,home,14781,1157,Kennesaw St.,9,True,7,6,1,win,7 - 6,4783043,471,1,0.2,0,1,2,2,3,0,0,7,2,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,2,0,2137419,2019
05/07/2019,home,14781,617,Saint Peter's,9,True,18,11,7,win,18 - 11,4789406,471,1,2.0,0,1,0,0,4,1,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,0,2137419,2019
05/11/2019,home,14781,28755,FGCU,9,True,1,6,-5,loss,1 - 6,4790470,471,1,0.2,0,0,0,0,0,2,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,2137419,2019
