date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/20/2022,away,15860,2678,Ark.-Pine Bluff,9,True,11,7,4,win,11 - 7,5235167,261,1,0,1.0,0.0,1,2,2,2,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,2674721,2022
02/26/2022,home,15860,228,Florida A&M,9,True,2,6,-4,loss,2 - 6,5217376,261,1,0,0.0,0.0,0,1,1,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,2674721,2022
03/04/2022,home,15860,201,Eastern Ill.,9,True,4,7,-3,loss,4 - 7,5223609,261,1,0,1.0,0.0,1,0,0,0,0,0,3,3,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,5,0,0,2674721,2022
03/11/2022,home,15860,7,Alabama St.,9,True,1,2,-1,loss,1 - 2,5231023,261,1,0,1.0,0.0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,2674721,2022
03/13/2022,home,15860,7,Alabama St.,10,True,9,15,-6,loss,9 - 15,5233166,261,1,0,0.0,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,2674721,2022
03/16/2022,away,15860,31,Arkansas,9,True,3,13,-10,loss,3 - 13,5236888,261,1,0,1.2,0.0,0,1,1,3,2,0,8,5,0,0,0,0,0,0,0,0,0,0,0,36,1,2,0,0,0,4,1,0,2674721,2022
03/27/2022,away,15860,665,Southern U.,9,True,5,11,-6,loss,5 - 11,5258027,261,1,0,0.1,0.0,2,1,1,2,0,0,7,3,0,0,0,0,0,2,0,2,2,0,0,30,0,1,0,0,0,3,0,0,2674721,2022
04/05/2022,away,15860,365,LSU,9,True,3,16,-13,loss,3 - 16,5256667,261,1,0,0.0,0.0,3,4,4,1,0,0,4,3,1,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,4,0,0,2674721,2022
04/08/2022,home,15860,2678,Ark.-Pine Bluff,9,True,14,3,11,win,14 - 3,5258534,261,1,0,1.0,0.0,0,0,0,0,0,0,4,3,0,0,0,0,2,0,0,1,1,0,1,0,1,2,0,0,0,2,0,0,2674721,2022
04/16/2022,away,15860,699,Texas Southern,9,True,12,8,4,win,12 - 8,5267288,261,1,0,1.0,0.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,2,0,0,0,12,0,1,0,0,0,5,0,0,2674721,2022
04/24/2022,home,15860,17,Alcorn,9,True,26,3,23,win,26 - 3,5274487,261,1,0,1.0,0.0,1,0,0,0,2,0,4,4,0,0,0,0,0,0,0,1,1,0,0,16,0,1,0,0,0,4,0,0,2674721,2022
05/01/2022,home,15860,665,Southern U.,9,True,9,14,-5,loss,9 - 14,5281150,261,1,0,0.1,0.0,2,2,2,1,1,0,4,3,1,0,0,0,0,0,0,0,0,0,0,21,0,0,0,1,0,3,1,0,2674721,2022
05/03/2022,home,15860,314,Jackson St.,9,True,12,20,-8,loss,12 - 20,5282364,261,1,0,1.0,0.0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,21,2,1,0,0,0,4,0,0,2674721,2022
05/10/2022,home,15860,676,SFA,9,True,11,14,-3,loss,11 - 14,5286039,261,1,0,0.1,0.0,0,3,3,2,0,0,5,1,0,0,0,0,1,2,0,0,0,0,0,24,0,1,0,0,0,3,0,0,2674721,2022
05/19/2022,away,15860,2678,Ark.-Pine Bluff,9,True,11,3,8,win,11 - 3,5289175,261,1,0,1.0,0.0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,2,0,0,0,1,1,0,0,0,3,0,0,2674721,2022
05/27/2022,home,15860,61,Bethune-Cookman,9,True,0,19,-19,loss,0 - 19,5290418,261,1,0,0.0,0.0,2,3,3,1,0,0,3,2,0,0,0,0,2,0,0,3,3,0,0,10,0,0,0,0,0,3,0,0,2674721,2022
