date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/16/2019,away,14781,141,The Citadel,9,True,0,5,-5,loss,0 - 5,4706878,178,1,1.0,0,1,2,2,2,0,0,6,3,0,0,0,0,0,0,0,0,0,0,1,23,1,2,0,0,0,3,0,2142279,2019
03/02/2019,home,14781,386,Marist,9,True,2,12,-10,loss,2 - 12,4720053,178,1,1.0,0,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,3,0,0,0,2,0,0,0,0,5,0,2142279,2019
03/05/2019,away,14781,726,Navy,9,True,3,11,-8,loss,3 - 11,4723677,178,1,1.0,0,4,5,2,2,1,0,10,7,0,0,0,0,0,0,0,1,1,0,1,38,1,0,0,0,0,3,0,2142279,2019
03/13/2019,home,14781,340,La Salle,9,True,4,7,-3,loss,4 - 7,4733607,178,1,3.0,0,2,0,0,2,1,0,11,9,0,0,0,0,0,0,0,2,2,0,0,0,2,4,0,0,0,2,0,2142279,2019
03/16/2019,away,14781,485,Norfolk St.,9,True,2,7,-5,loss,2 - 7,4737135,178,1,0.1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0,0,0,3,0,2142279,2019
03/17/2019,away,14781,485,Norfolk St.,9,True,0,9,-9,loss,0 - 9,4738806,178,1,2.0,0,3,0,0,2,1,0,12,10,0,0,0,0,0,0,0,0,0,0,0,48,1,4,0,0,0,4,0,2142279,2019
03/19/2019,away,14781,249,George Washington,9,True,1,18,-17,loss,1 - 18,4741096,178,1,1.0,0,4,3,3,1,0,0,8,7,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,2142279,2019
03/23/2019,home,14781,165,Coppin St.,10,True,11,12,-1,loss,11 - 12,4751360,178,1,1.2,0,1,2,2,3,2,0,10,6,1,0,0,0,1,1,1,2,2,0,0,0,1,2,0,0,0,2,0,2142279,2019
03/27/2019,away,14781,340,La Salle,9,True,2,12,-10,loss,2 - 12,4750086,178,1,1.0,0,4,4,4,1,1,0,8,7,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,2142279,2019
04/06/2019,home,14781,485,Norfolk St.,9,True,3,7,-4,loss,3 - 7,4761603,178,1,1.0,0,0,0,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2142279,2019
04/09/2019,away,14781,180,Delaware,9,True,2,13,-11,loss,2 - 13,4764546,178,1,1.0,0,4,3,3,2,1,0,9,7,1,2,0,0,1,0,0,0,0,0,0,37,0,2,0,0,0,3,1,2142279,2019
04/13/2019,away,14781,165,Coppin St.,9,True,4,14,-10,loss,4 - 14,4768527,178,1,0.1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,6,0,2142279,2019
