date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/16/2014,away,11620,115,Campbell,9,True,6,10,-4,loss,6 - 10,587456,340,1,0.2,3,5,5,2,0,0,10,4,0,0,0,1,0,3,0,0,0,0,1,37,0,2,0,1,0,4,0,1541417,2014
02/22/2014,home,11620,5,Akron,9,True,7,8,-1,loss,7 - 8,3082673,5,1,1.0,2,5,4,3,1,0,10,6,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,4,0,1541417,2014
02/28/2014,away,11620,769,Western Caro.,9,True,4,6,-2,loss,4 - 6,588993,340,1,0.1,0,2,2,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,13,0,1,0,1,0,2,0,1541417,2014
03/04/2014,away,11620,694,Tennessee,9,True,0,14,-14,loss,0 - 14,589994,340,1,2.2,2,4,4,3,4,0,14,8,0,0,1,1,0,2,0,0,0,0,1,67,1,2,0,1,0,1,2,1541417,2014
03/08/2014,away,11620,10411,USC Upstate,9,True,9,11,-2,loss,9 - 11,590745,340,1,0.1,1,3,3,1,0,0,4,2,1,0,0,1,0,1,0,0,0,0,0,19,1,0,0,1,0,2,0,1541417,2014
03/15/2014,home,11620,164,UConn,9,True,1,17,-16,loss,1 - 17,592561,340,1,1.1,5,7,7,4,2,0,13,9,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1541417,2014
04/01/2014,home,11620,352,Lehigh,9,True,6,5,1,win,6 - 5,597003,340,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1541417,2014
04/08/2014,away,11620,180,Delaware,9,True,18,6,12,win,18 - 6,599255,340,1,2.2,2,3,3,3,5,0,13,10,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1541417,2014
04/19/2014,away,11620,740,VCU,9,True,1,11,-10,loss,1 - 11,602485,340,1,1.1,2,0,0,0,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,1,1541417,2014
04/22/2014,home,11620,606,Saint Joseph's,9,True,3,10,-7,loss,3 - 10,603579,340,1,1.1,1,2,2,3,2,0,7,4,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,4,2,1541417,2014
04/25/2014,home,11620,606,Saint Joseph's,9,True,4,6,-2,loss,4 - 6,604025,340,1,0.2,0,0,0,1,1,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1541417,2014
05/02/2014,away,11620,236,Fordham,9,True,2,6,-4,loss,2 - 6,605741,340,1,1.2,1,1,1,1,2,0,9,5,0,0,0,1,0,2,0,3,2,1,0,26,2,1,0,0,0,2,1,1541417,2014
05/10/2014,away,11620,175,Dayton,9,True,0,5,-5,loss,0 - 5,607382,340,1,2.0,1,0,0,1,3,0,9,7,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,2,1,1541417,2014
05/13/2014,home,11620,576,Rider,9,True,5,6,-1,loss,5 - 6,607800,340,1,0.2,2,4,0,2,1,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,1541417,2014
05/15/2014,home,11620,609,Saint Louis,9,True,4,3,1,win,4 - 3,3377604,340,1,2.0,0,0,0,1,1,0,7,5,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,3,0,1541417,2014
