date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/20/2021,away,15580,625,Samford,9,True,4,5,-1,loss,4 - 5,5003613,695,1,2.1,0,1,1,1,1,2,0,10,8,1,0,0,0,2,1,0,2,0,0,0,0,1,4,0,0,0,2,1,0,2310109,2021
02/24/2021,away,15580,8,Alabama,9,True,9,4,5,win,9 - 4,5006904,695,1,2.0,0,0,0,0,2,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,35,1,5,0,0,1,5,0,0,2310109,2021
03/05/2021,away,15580,659,Southern Ill.,9,True,7,14,-7,loss,7 - 14,5014944,695,1,1.0,0,2,3,3,1,0,0,6,4,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0,2310109,2021
03/07/2021,away,15580,659,Southern Ill.,9,True,3,8,-5,loss,3 - 8,5018412,695,1,1.0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,0,0,4,0,0,2310109,2021
03/09/2021,away,15580,487,North Ala.,9,True,5,1,4,win,5 - 1,5019852,695,1,1.2,0,2,1,1,0,1,0,7,7,1,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,5,1,0,2310109,2021
03/12/2021,home,15580,14927,Belmont,9,True,0,8,-8,loss,0 - 8,5021923,695,1,3.1,0,6,3,3,0,2,0,17,16,2,0,0,1,1,1,0,1,0,0,0,58,1,7,0,0,0,2,0,0,2310109,2021
03/20/2021,away,15580,202,Eastern Ky.,9,True,7,3,4,win,7 - 3,5030507,695,1,2.0,0,2,0,0,0,2,0,8,8,0,0,0,0,0,0,0,0,0,0,0,37,2,2,0,0,0,2,1,0,2310109,2021
03/27/2021,away,15580,261,Grambling,9,True,18,4,14,win,18 - 4,5039604,695,1,1.0,0,1,1,1,0,1,0,4,4,0,0,0,1,0,0,0,0,0,0,0,9,2,0,0,0,0,2,0,0,2310109,2021
03/30/2021,away,15580,14927,Belmont,9,True,8,9,-1,loss,8 - 9,5042263,695,1,2.2,0,4,4,4,2,3,0,14,11,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,1,3,0,2310109,2021
04/02/2021,away,15580,483,Nicholls,9,True,0,7,-7,loss,0 - 7,5045254,695,1,2.1,0,3,3,1,2,2,0,13,11,1,0,0,0,0,0,0,2,0,0,0,54,3,2,0,0,0,2,2,0,2310109,2021
04/09/2021,away,15580,660,SIUE,10,True,7,8,-1,loss,7 - 8,5053531,695,1,3.0,0,1,0,0,0,5,0,10,10,1,0,0,0,0,0,0,0,0,0,0,48,2,2,0,0,0,2,0,0,2310109,2021
04/13/2021,home,15580,654,Southeast Mo. St.,9,True,1,8,-7,loss,1 - 8,5055638,695,1,2.2,0,1,0,0,1,5,0,11,9,1,0,0,0,0,1,0,2,1,0,0,46,1,2,0,0,0,3,3,0,2310109,2021
04/17/2021,home,15580,43,Austin Peay,9,True,6,10,-4,loss,6 - 10,5058709,695,1,2.1,0,5,4,3,2,0,0,13,9,1,0,0,0,0,0,0,2,1,1,1,58,1,5,0,1,0,2,0,0,2310109,2021
04/23/2021,away,15580,201,Eastern Ill.,9,True,0,7,-7,loss,0 - 7,5063753,695,1,1.2,0,6,2,2,0,0,0,11,11,0,0,0,1,0,0,0,1,1,0,0,0,1,4,0,0,0,2,0,0,2310109,2021
04/30/2021,home,15580,315,Jacksonville St.,9,True,1,6,-5,loss,1 - 6,5069982,695,1,1.0,0,1,0,0,1,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,21,0,2,0,0,0,3,0,0,2310109,2021
05/01/2021,home,15580,315,Jacksonville St.,9,True,8,12,-4,loss,8 - 12,5070934,695,1,2.0,0,2,2,2,2,1,0,10,7,0,0,0,1,2,1,0,0,0,0,0,43,2,2,0,0,0,3,0,0,2310109,2021
05/08/2021,away,15580,454,Murray St.,9,True,4,6,-2,loss,4 - 6,5075696,695,1,0.1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,5,1,0,0,0,0,3,0,0,2310109,2021
05/15/2021,home,15580,692,Tennessee Tech,9,True,7,4,3,win,7 - 4,5078614,695,1,3.0,0,3,2,2,1,4,0,12,11,0,0,0,0,3,0,0,0,0,0,0,44,1,3,1,0,0,2,0,0,2310109,2021
05/18/2021,away,15580,433,Ole Miss,9,True,9,7,2,win,9 - 7,5079630,695,1,0.0,0,1,3,2,1,0,0,3,1,0,0,0,0,1,1,0,0,0,0,0,10,0,0,0,0,0,3,0,0,2310109,2021
05/20/2021,away,15580,654,Southeast Mo. St.,9,True,2,6,-4,loss,2 - 6,5080054,695,1,2.1,0,6,3,2,0,5,0,14,13,0,0,0,1,0,1,0,0,0,0,0,52,1,0,0,0,0,2,3,0,2310109,2021
