PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,02/14/2020,home,15204,287,Houston Christian,9,True,5,1,4,win,1830149,700,2346822,2020
1,0,1,0,0,0,0,0,0,0,02/15/2020,home,15204,502,Northern Colo.,9,True,22,4,18,win,1830386,700,2346822,2020
0,1,1,0,0,0,0,0,0,0,02/15/2020,home,15204,287,Houston Christian,9,True,24,3,21,win,1830385,700,2346822,2020
0,0,0,0,0,0,0,0,0,0,02/16/2020,home,15204,502,Northern Colo.,9,True,14,3,11,win,1830698,700,2346822,2020
0,0,0,0,0,0,0,0,0,0,02/21/2020,neutral,15204,694,Tennessee,9,True,2,6,-4,loss,1831395,700,2346822,2020
0,0,0,0,0,0,0,0,0,0,02/22/2020,neutral,15204,674,Stanford,9,True,7,2,5,win,1831434,700,2346822,2020
0,0,0,0,0,0,0,0,0,0,02/23/2020,neutral,15204,288,Houston,10,True,3,2,1,win,1831808,700,2346822,2020
0,2,2,0,0,0,0,0,0,0,02/25/2020,home,15204,665,Southern U.,9,True,13,2,11,win,1832178,700,2346822,2020
0,0,0,0,0,0,0,0,0,0,02/26/2020,home,15204,665,Southern U.,9,True,10,3,7,win,1832232,700,2346822,2020
0,0,0,0,0,0,0,0,0,0,02/28/2020,neutral,15204,229,Fla. Atlantic,9,True,7,1,6,win,1832349,700,2346822,2020
0,0,0,0,0,0,0,0,0,0,02/29/2020,away,15204,234,Florida St.,11,True,6,5,1,win,1832940,700,2346822,2020
0,0,0,0,0,0,0,0,0,0,03/01/2020,away,15204,234,Florida St.,9,True,4,3,1,win,1833156,700,2346822,2020
0,0,0,0,0,0,0,0,0,0,03/03/2020,home,15204,465,UNLV,9,True,11,2,9,win,1833441,700,2346822,2020
0,0,0,0,0,0,0,0,0,0,03/04/2020,home,15204,465,UNLV,9,True,11,3,8,win,1833536,700,2346822,2020
0,0,0,0,0,0,0,0,0,0,03/06/2020,home,15204,574,Rice,9,True,7,1,6,win,1833972,700,2346822,2020
0,0,0,0,0,0,0,0,0,0,03/07/2020,home,15204,574,Rice,9,True,19,12,7,win,1834323,700,2346822,2020
0,0,0,0,0,0,0,0,0,0,03/08/2020,home,15204,574,Rice,11,True,7,6,1,win,1834686,700,2346822,2020
0,0,0,0,0,0,0,0,0,0,03/10/2020,neutral,15204,430,Mississippi St.,9,True,3,6,-3,loss,1835028,700,2346822,2020
0,0,0,0,0,0,0,0,0,0,03/11/2020,neutral,15204,430,Mississippi St.,9,True,2,3,-1,loss,1835208,700,2346822,2020
