PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
3,1,4,0,0,0,0,0,0,0,02/16/2024,away,16580,575,Richmond,9,True,6,0,6,win,4525617,482,2954674,2024,1
4,0,4,0,0,0,0,0,2,0,02/17/2024,away,16580,575,Richmond,9,True,6,3,3,win,4525906,482,2954674,2024,1
6,0,6,0,0,0,0,0,0,0,02/17/2024,away,16580,575,Richmond,9,True,6,4,2,win,4542778,482,2954674,2024,1
3,0,3,0,0,0,0,0,0,0,02/18/2024,away,16580,575,Richmond,9,True,18,5,13,win,4526184,482,2954674,2024,1
4,0,5,1,0,0,0,0,0,0,02/23/2024,away,16580,11504,Queens (NC),9,True,1,6,-5,loss,4526722,482,2954674,2024,1
6,1,8,1,0,0,0,0,1,0,02/24/2024,away,16580,11504,Queens (NC),9,True,3,11,-8,loss,4527101,482,2954674,2024,1
3,0,3,0,0,0,0,0,2,0,02/25/2024,away,16580,11504,Queens (NC),9,True,17,8,9,win,4527358,482,2954674,2024,1
2,0,2,0,0,0,0,0,0,0,03/01/2024,away,16580,178,Delaware St.,9,True,7,1,6,win,5250606,482,2954674,2024,1
6,0,6,0,0,0,0,0,1,0,03/01/2024,away,16580,178,Delaware St.,9,True,13,3,10,win,5250588,482,2954674,2024,1
6,0,6,0,0,0,0,0,0,0,03/03/2024,away,16580,178,Delaware St.,9,True,5,3,2,win,4528706,482,2954674,2024,1
7,0,7,0,0,0,0,0,0,0,03/05/2024,home,16580,116,Canisius,9,True,7,4,3,win,5251464,482,2954674,2024,1
7,0,9,2,0,0,0,0,0,0,03/09/2024,away,16580,456,UNC Asheville,9,True,9,15,-6,loss,4529804,482,2954674,2024,1
11,0,11,0,0,0,0,0,1,0,03/10/2024,away,16580,456,UNC Asheville,9,True,8,11,-3,loss,4530135,482,2954674,2024,1
2,1,3,0,0,0,0,0,0,0,03/12/2024,away,16580,317,James Madison,9,True,1,2,-1,loss,4530501,482,2954674,2024,1
9,0,9,0,0,0,0,0,2,0,03/13/2024,away,16580,317,James Madison,9,True,8,5,3,win,4530681,482,2954674,2024,1
2,1,3,0,0,0,0,0,0,0,03/15/2024,away,16580,711,Towson,9,True,6,8,-2,loss,4530992,482,2954674,2024,1
9,0,9,0,0,0,0,0,1,0,03/16/2024,away,16580,711,Towson,9,True,13,8,5,win,4531486,482,2954674,2024,1
9,0,9,0,0,0,0,0,0,0,03/17/2024,away,16580,711,Towson,9,True,13,9,4,win,4531746,482,2954674,2024,1
6,0,6,0,0,0,0,0,0,0,03/22/2024,home,16580,310,Iona,9,True,15,14,1,win,4532427,482,2954674,2024,1
8,0,8,0,0,0,0,0,1,0,03/24/2024,home,16580,310,Iona,9,True,12,3,9,win,4532913,482,2954674,2024,1
7,0,7,0,0,0,0,0,0,0,03/24/2024,home,16580,310,Iona,9,True,7,6,1,win,4533124,482,2954674,2024,1
9,0,9,0,0,0,0,0,1,0,03/29/2024,away,16580,386,Marist,9,True,8,3,5,win,4534601,482,2954674,2024,1
4,0,4,0,0,0,0,0,0,0,03/29/2024,away,16580,386,Marist,9,True,19,7,12,win,4534082,482,2954674,2024,1
8,0,8,0,0,0,0,0,3,0,03/30/2024,away,16580,386,Marist,9,True,10,0,10,win,4534508,482,2954674,2024,1
5,0,5,0,0,0,0,0,0,0,04/05/2024,away,16580,416,Michigan St.,9,True,0,9,-9,loss,4780678,482,2954674,2024,1
