PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
4,0,4,0,0,0,0,0,0,0,02/24/2023,neutral,16340,15,Albion,9,True,14,0,14,win,2391360,531,2685493,2023,3
5,0,5,0,0,0,0,0,0,0,02/25/2023,neutral,16340,286,Hope,9,True,15,4,11,win,2391703,531,2685493,2023,3
6,0,6,0,0,0,0,0,0,0,02/26/2023,neutral,16340,348,Lawrence,9,True,2,7,-5,loss,2392091,531,2685493,2023,3
8,1,9,0,0,0,4,0,0,0,03/04/2023,neutral,16340,19,Allegheny,9,True,14,7,7,win,2423003,531,2685493,2023,3
4,0,4,0,0,0,0,0,0,0,03/07/2023,neutral,16340,19,Allegheny,9,True,12,5,7,win,2423577,531,2685493,2023,3
7,2,9,0,0,0,0,0,0,0,03/10/2023,neutral,16340,266,Gust. Adolphus,9,True,9,4,5,win,2423868,531,2685493,2023,3
5,0,5,0,0,0,0,0,0,0,03/12/2023,neutral,16340,38,Augsburg,9,True,7,2,5,win,2394635,531,2685493,2023,3
3,1,5,1,0,0,1,1,0,0,03/16/2023,neutral,16340,326,Kalamazoo,9,True,15,6,9,win,2395742,531,2685493,2023,3
3,0,3,0,0,0,0,0,0,0,03/21/2023,home,16340,987,Bluffton,9,True,5,3,2,win,2397009,531,2685493,2023,3
3,2,5,0,0,0,3,2,0,0,03/26/2023,home,16340,320,John Carroll,9,True,3,11,-8,loss,2397685,531,2685493,2023,3
2,0,2,0,0,0,2,0,0,0,03/29/2023,away,16340,28749,Transylvania,9,True,6,5,1,win,2426670,531,2685493,2023,3
6,2,8,0,0,0,1,1,1,0,03/30/2023,home,16340,520,Ohio Wesleyan,9,True,10,11,-1,loss,2396333,531,2685493,2023,3
2,0,2,0,0,0,3,0,0,0,04/02/2023,away,16340,117,Capital,9,True,13,4,9,win,2399335,531,2685493,2023,3
6,0,6,0,0,0,2,0,0,0,04/02/2023,away,16340,117,Capital,9,True,4,2,2,win,2409080,531,2685493,2023,3
6,0,6,0,0,0,0,0,0,0,04/07/2023,home,16340,452,Mount Union,9,True,9,7,2,win,2400480,531,2685493,2023,3
4,0,5,1,0,0,2,0,0,0,04/07/2023,home,16340,452,Mount Union,9,True,5,3,2,win,2409626,531,2685493,2023,3
3,1,4,0,0,0,1,0,0,0,04/11/2023,away,16340,385,Marietta,9,True,5,13,-8,loss,2401356,531,2685493,2023,3
1,0,1,0,0,0,1,0,0,0,04/19/2023,home,16340,517,Ohio Northern,9,True,4,8,-4,loss,2411444,531,2685493,2023,3
