PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
7,2,9,0,0,0,0,0,2,0,02/17/2023,home,16340,474,New Orleans,9,True,6,9,-3,loss,2390412,1157,2485579,2023,1
10,0,11,1,0,0,0,0,0,0,02/18/2023,home,16340,474,New Orleans,9,True,10,1,9,win,2390735,1157,2485579,2023,1
11,0,12,1,0,0,0,0,2,0,02/19/2023,home,16340,474,New Orleans,9,True,8,4,4,win,2390986,1157,2485579,2023,1
5,0,5,0,0,0,0,0,1,0,02/24/2023,home,16340,361,LIU,9,True,15,2,13,win,2391449,1157,2485579,2023,1
5,0,6,1,0,0,0,0,1,0,02/25/2023,home,16340,361,LIU,9,True,19,14,5,win,2391826,1157,2485579,2023,1
9,0,9,0,0,0,0,0,0,0,02/26/2023,home,16340,361,LIU,9,True,12,8,4,win,2392218,1157,2485579,2023,1
7,0,7,0,0,0,0,0,0,0,03/01/2023,away,16340,255,Georgia Tech,9,True,4,5,-1,loss,2392559,1157,2485579,2023,1
7,1,8,0,0,0,0,0,0,0,03/04/2023,home,16340,67,Boston College,9,True,4,7,-3,loss,2392819,1157,2485579,2023,1
6,0,7,1,0,0,0,0,2,0,03/04/2023,home,16340,67,Boston College,9,True,2,6,-4,loss,2393239,1157,2485579,2023,1
10,0,10,0,0,0,0,0,2,0,03/05/2023,home,16340,67,Boston College,9,True,1,5,-4,loss,2393568,1157,2485579,2023,1
9,0,9,0,0,0,0,0,2,0,03/07/2023,away,16340,254,Georgia St.,9,True,8,14,-6,loss,2393902,1157,2485579,2023,1
9,0,9,0,0,0,0,0,0,0,03/10/2023,home,16340,418,Michigan,9,True,4,3,1,win,2394419,1157,2485579,2023,1
9,3,12,0,0,0,0,0,0,0,03/11/2023,home,16340,9,UAB,9,True,4,3,1,win,2394889,1157,2485579,2023,1
9,0,9,0,0,0,0,0,0,0,03/14/2023,away,16340,253,Ga. Southern,9,True,4,3,1,win,2395503,1157,2485579,2023,1
10,0,10,0,0,0,0,0,0,0,03/15/2023,home,16340,587,Rutgers,9,True,4,5,-1,loss,2395697,1157,2485579,2023,1
11,0,11,0,0,0,0,0,1,0,03/17/2023,away,16340,678,Stetson,9,True,5,6,-1,loss,2396101,1157,2485579,2023,1
9,0,9,0,0,0,0,0,1,0,03/18/2023,away,16340,678,Stetson,9,True,9,14,-5,loss,2396528,1157,2485579,2023,1
7,0,7,0,0,0,0,0,0,0,03/19/2023,away,16340,678,Stetson,9,True,1,2,-1,loss,2396771,1157,2485579,2023,1
12,2,14,0,0,0,0,0,3,0,03/22/2023,home,16340,147,Clemson,9,True,2,6,-4,loss,2397226,1157,2485579,2023,1
12,0,12,0,0,0,0,0,0,0,03/24/2023,home,16340,202,Eastern Ky.,9,True,10,7,3,win,2397514,1157,2485579,2023,1
8,0,8,0,0,0,0,0,4,0,03/25/2023,home,16340,202,Eastern Ky.,9,True,11,4,7,win,2397997,1157,2485579,2023,1
3,0,3,0,0,0,0,0,0,0,03/26/2023,home,16340,202,Eastern Ky.,9,True,5,4,1,win,2398224,1157,2485579,2023,1
14,0,15,1,0,0,0,0,2,0,03/29/2023,home,16340,406,Mercer,9,True,6,15,-9,loss,2398693,1157,2485579,2023,1
8,0,8,0,0,0,0,0,0,0,03/31/2023,away,16340,315,Jacksonville St.,9,True,4,11,-7,loss,2398974,1157,2485579,2023,1
8,0,8,0,0,0,0,0,0,0,04/02/2023,away,16340,315,Jacksonville St.,9,True,6,4,2,win,2399704,1157,2485579,2023,1
4,1,6,1,0,0,0,0,0,0,04/04/2023,home,16340,257,Georgia,9,True,4,6,-2,loss,2400053,1157,2485579,2023,1
9,0,9,0,0,0,0,0,0,0,04/06/2023,home,16340,43,Austin Peay,9,True,2,6,-4,loss,2400321,1157,2485579,2023,1
3,0,3,0,0,0,0,0,0,0,04/07/2023,home,16340,43,Austin Peay,9,True,3,15,-12,loss,2427914,1157,2485579,2023,1
9,0,9,0,0,0,0,0,0,0,04/07/2023,home,16340,43,Austin Peay,9,True,9,4,5,win,2427954,1157,2485579,2023,1
9,0,9,0,0,0,0,0,1,0,04/12/2023,away,16340,406,Mercer,9,True,12,5,7,win,2401679,1157,2485579,2023,1
9,0,9,0,0,0,0,0,0,0,04/14/2023,home,16340,355,Liberty,11,True,2,6,-4,loss,2401970,1157,2485579,2023,1
5,0,5,0,0,0,0,0,2,0,04/15/2023,home,16340,355,Liberty,9,True,5,3,2,win,2429053,1157,2485579,2023,1
7,0,9,2,0,0,0,0,1,0,04/15/2023,home,16340,355,Liberty,9,True,1,9,-8,loss,2429165,1157,2485579,2023,1
6,0,6,0,0,0,0,0,1,0,04/19/2023,home,16340,253,Ga. Southern,9,True,13,9,4,win,2403159,1157,2485579,2023,1
11,0,11,0,0,0,0,0,0,0,04/21/2023,away,16340,11504,Queens (NC),10,True,9,5,4,win,2403456,1157,2485579,2023,1
8,1,10,1,0,0,0,0,0,0,04/22/2023,away,16340,11504,Queens (NC),9,True,6,7,-1,loss,2403944,1157,2485579,2023,1
5,0,5,0,0,0,0,0,0,0,04/25/2023,away,16340,147,Clemson,9,True,5,15,-10,loss,2404498,1157,2485579,2023,1
7,0,7,0,0,0,0,0,1,0,04/28/2023,home,16340,316,Jacksonville,9,True,8,2,6,win,2404965,1157,2485579,2023,1
9,1,10,0,0,0,0,0,1,0,04/29/2023,home,16340,316,Jacksonville,9,True,13,3,10,win,2405447,1157,2485579,2023,1
5,0,5,0,0,0,0,0,0,0,04/30/2023,home,16340,316,Jacksonville,9,True,16,5,11,win,2405663,1157,2485579,2023,1
5,0,5,0,0,0,0,0,2,0,05/02/2023,away,16340,257,Georgia,9,True,9,10,-1,loss,2405877,1157,2485579,2023,1
7,1,8,0,0,0,0,0,1,0,05/05/2023,away,16340,28600,Lipscomb,9,True,1,2,-1,loss,2406204,1157,2485579,2023,1
