PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
3,2,5,0,0,1,1,0,0,0,02/12/2023,away,16340,679,Stevens,9,True,2,14,-12,loss,2390142,480,2824270,2023,3
1,0,1,0,0,0,0,0,0,0,02/12/2023,away,16340,679,Stevens,9,True,2,13,-11,loss,2407994,480,2824270,2023,3
6,0,6,0,0,1,1,0,0,0,02/19/2023,away,16340,589,Rutgers-Newark,9,True,2,7,-5,loss,2420238,480,2824270,2023,3
6,0,6,0,0,0,6,0,0,0,03/03/2023,away,16340,221,FDU-Florham,9,True,5,6,-1,loss,2392791,480,2824270,2023,3
5,0,5,0,0,0,1,0,0,0,03/10/2023,away,16340,478,SUNY Maritime,9,True,4,21,-17,loss,2394603,480,2824270,2023,3
3,1,4,0,0,0,2,0,0,0,03/12/2023,away,16340,814,Yeshiva,9,True,7,1,6,win,2424131,480,2824270,2023,3
3,1,4,0,0,2,1,1,0,0,03/17/2023,away,16340,30072,St. Joseph's (Brkln),9,True,4,5,-1,loss,2396226,480,2824270,2023,3
6,1,7,0,0,0,4,0,0,0,03/24/2023,away,16340,1468,Mt. St. Mary (NY),9,True,7,1,6,win,2397480,480,2824270,2023,3
6,1,7,0,0,0,4,0,0,0,04/02/2023,home,16340,58,Baruch,9,True,1,15,-14,loss,2398834,480,2824270,2023,3
3,1,4,0,0,0,0,1,0,0,04/08/2023,home,16340,279,Lehman,9,True,2,4,-2,loss,2400456,480,2824270,2023,3
2,0,2,0,0,0,0,0,0,0,04/08/2023,home,16340,279,Lehman,9,True,18,2,16,win,2409518,480,2824270,2023,3
8,1,9,0,0,0,1,1,0,0,04/14/2023,home,16340,321,John Jay,9,True,6,5,1,win,2401810,480,2824270,2023,3
2,0,2,0,0,1,5,0,0,0,04/16/2023,home,16340,30029,Purchase,9,True,9,12,-3,loss,2402569,480,2824270,2023,3
6,0,6,0,0,0,5,0,0,0,04/19/2023,away,16340,190,Drew,9,True,0,22,-22,loss,2403133,480,2824270,2023,3
