PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,0,1,0,0,0,0,0,0,0,02/16/2024,home,16580,574215,SIUE,10,True,9,8,1,win,4525481,716,2665817,2024,1
0,0,1,1,0,0,0,0,0,0,02/17/2024,home,16580,574215,SIUE,9,True,24,13,11,win,4525792,716,2665817,2024,1
1,0,1,0,0,0,0,0,0,0,02/17/2024,home,16580,574215,SIUE,9,True,6,7,-1,loss,4544929,716,2665817,2024,1
4,0,4,0,0,0,0,0,0,0,02/23/2024,home,16580,574080,Harvard,9,True,4,3,1,win,4526481,716,2665817,2024,1
1,1,2,0,0,0,0,0,1,0,02/24/2024,home,16580,574080,Harvard,9,True,14,3,11,win,4526788,716,2665817,2024,1
1,0,1,0,0,0,0,0,0,0,02/25/2024,home,16580,574080,Harvard,9,True,11,1,10,win,4527188,716,2665817,2024,1
2,0,2,0,0,0,0,0,0,0,03/01/2024,away,16580,574162,Northwestern St.,9,True,3,5,-2,loss,4527810,716,2665817,2024,1
3,0,3,0,0,0,0,0,0,0,03/02/2024,away,16580,574162,Northwestern St.,9,True,3,6,-3,loss,4528077,716,2665817,2024,1
3,0,3,0,0,0,0,0,0,0,03/03/2024,away,16580,574162,Northwestern St.,9,True,7,0,7,win,4528483,716,2665817,2024,1
2,0,2,0,0,0,0,0,0,0,03/06/2024,away,16580,573998,Alabama,9,True,7,8,-1,loss,4529012,716,2665817,2024,1
1,0,1,0,0,0,0,0,0,0,03/10/2024,away,16580,574090,Indiana,9,True,7,10,-3,loss,4492108,716,2665817,2024,1
4,0,5,1,0,0,0,0,0,0,03/12/2024,neutral,16580,574008,Auburn,9,True,2,8,-6,loss,4530415,716,2665817,2024,1
3,0,4,1,0,0,0,0,0,0,03/24/2024,home,16580,574207,South Alabama,9,True,4,3,1,win,4532976,716,2665817,2024,1
1,0,1,0,0,0,0,0,0,0,03/28/2024,away,16580,574216,Southern Miss.,9,True,4,14,-10,loss,4533628,716,2665817,2024,1
2,0,2,0,0,0,0,0,0,0,04/03/2024,away,16580,574095,Jacksonville St.,9,True,18,10,8,win,4535038,716,2665817,2024,1
2,0,2,0,0,0,0,0,0,0,04/06/2024,home,16580,574005,Arkansas St.,9,True,12,5,7,win,4535414,716,2665817,2024,1
3,0,3,0,0,0,0,0,0,0,04/07/2024,home,16580,574005,Arkansas St.,9,True,9,8,1,win,4535864,716,2665817,2024,1
1,0,1,0,0,0,0,0,0,0,05/07/2024,home,16580,573998,Alabama,9,True,6,7,-1,loss,4541574,716,2665817,2024,1
1,0,1,0,0,0,0,0,0,0,05/11/2024,away,16580,574219,Texas St.,9,True,5,3,2,win,4541924,716,2665817,2024,1
2,0,2,0,0,0,0,0,0,0,05/16/2024,home,16580,574097,James Madison,9,True,10,14,-4,loss,4542285,716,2665817,2024,1
4,0,4,0,0,0,0,0,0,0,05/18/2024,home,16580,574097,James Madison,9,True,4,9,-5,loss,4542424,716,2665817,2024,1
