PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,0,1,0,0,0,0,0,0,0,02/24/2024,away,16580,567,Redlands,9,True,4,1,3,win,4526985,105,2842920,2024,3
11,0,11,0,0,0,0,0,0,0,03/08/2024,home,16580,168,Cortland,9,True,10,4,6,win,4529394,105,2842920,2024,3
8,0,8,0,0,0,0,0,0,0,03/10/2024,home,16580,168,Cortland,9,True,6,5,1,win,4530160,105,2842920,2024,3
8,1,9,0,0,0,0,0,0,0,03/15/2024,away,16580,142,Claremont-M-S,9,True,3,5,-2,loss,4530996,105,2842920,2024,3
9,2,11,0,0,0,0,0,1,0,03/16/2024,home,16580,142,Claremont-M-S,9,True,5,2,3,win,4531300,105,2842920,2024,3
9,0,9,0,0,0,0,0,4,0,03/16/2024,home,16580,142,Claremont-M-S,9,True,3,6,-3,loss,4544304,105,2842920,2024,3
8,0,8,0,0,0,0,0,0,0,03/22/2024,home,16580,1297,Pacific Lutheran,9,True,15,1,14,win,5254951,105,2842920,2024,3
7,1,8,0,0,0,0,0,1,0,03/28/2024,away,16580,516,Occidental,9,True,11,5,6,win,5255929,105,2842920,2024,3
3,1,4,0,0,0,0,0,0,0,03/29/2024,home,16580,516,Occidental,9,True,9,8,1,win,4534353,105,2842920,2024,3
10,0,10,0,0,0,0,0,1,0,03/29/2024,home,16580,516,Occidental,9,True,13,5,8,win,4543106,105,2842920,2024,3
6,1,7,0,0,0,0,0,1,0,04/05/2024,home,16580,89,Caltech,9,True,14,4,10,win,4535252,105,2842920,2024,3
15,0,15,0,0,0,0,0,2,0,04/06/2024,away,16580,89,Caltech,9,True,3,1,2,win,4535597,105,2842920,2024,3
6,0,6,0,0,0,0,0,1,0,04/06/2024,away,16580,89,Caltech,9,True,13,7,6,win,4544700,105,2842920,2024,3
5,2,7,0,0,0,0,0,0,0,04/12/2024,away,16580,341,La Verne,9,True,4,12,-8,loss,4536779,105,2842920,2024,3
10,0,10,0,0,0,0,0,1,0,04/15/2024,home,16580,341,La Verne,9,True,5,1,4,win,4537100,105,2842920,2024,3
9,0,9,0,0,0,0,0,0,0,04/15/2024,home,16580,341,La Verne,9,True,7,6,1,win,4545497,105,2842920,2024,3
10,1,11,0,0,0,0,0,1,0,04/19/2024,home,16580,549,Pomona-Pitzer,10,True,5,4,1,win,4538258,105,2842920,2024,3
3,0,3,0,0,0,0,0,0,0,04/20/2024,away,16580,549,Pomona-Pitzer,9,True,2,11,-9,loss,4538605,105,2842920,2024,3
9,0,9,0,0,0,0,0,1,0,04/20/2024,away,16580,549,Pomona-Pitzer,14,True,8,9,-1,loss,4545688,105,2842920,2024,3
9,1,10,0,0,0,0,0,0,0,04/28/2024,away,16580,785,Willamette,9,True,10,6,4,win,4540447,105,2842920,2024,3
7,1,8,0,0,0,0,0,1,0,05/03/2024,away,16580,134,Chapman,9,True,5,0,5,win,4541026,105,2842920,2024,3
4,0,4,0,0,0,0,0,0,0,05/04/2024,home,16580,134,Chapman,9,True,3,2,1,win,4541237,105,2842920,2024,3
8,1,9,0,0,0,0,0,0,0,05/04/2024,home,16580,134,Chapman,9,True,5,10,-5,loss,4546420,105,2842920,2024,3
12,0,13,1,0,0,0,0,1,0,05/09/2024,away,16580,341,La Verne,9,True,4,5,-1,loss,5315534,105,2842920,2024,3
5,0,5,0,0,0,0,0,0,0,05/10/2024,away,16580,142,Claremont-M-S,9,True,9,10,-1,loss,5334522,105,2842920,2024,3
