PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
7,1,8,0,0,0,0,0,1,0,02/17/2024,away,16580,277,Hawaii,9,True,5,2,3,win,4525968,433,2674807,2024,1
8,0,8,0,0,0,0,0,0,0,02/17/2024,away,16580,277,Hawaii,9,True,1,9,-8,loss,4542967,433,2674807,2024,1
5,2,8,1,0,0,0,0,0,0,02/18/2024,away,16580,277,Hawaii,9,True,4,13,-9,loss,4526247,433,2674807,2024,1
10,0,10,0,0,0,0,0,2,0,02/23/2024,home,16580,19651,High Point,9,True,3,7,-4,loss,4526704,433,2674807,2024,1
2,0,2,0,0,0,0,0,0,0,02/24/2024,home,16580,19651,High Point,9,True,12,2,10,win,4527001,433,2674807,2024,1
3,1,4,0,0,0,0,0,0,0,02/25/2024,home,16580,19651,High Point,9,True,25,2,23,win,4527444,433,2674807,2024,1
9,0,9,0,0,0,0,0,0,0,02/27/2024,home,16580,32,Little Rock,9,True,12,6,6,win,4527614,433,2674807,2024,1
8,0,8,0,0,0,0,0,0,0,02/28/2024,home,16580,669,Missouri St.,9,True,12,3,9,win,4527696,433,2674807,2024,1
5,2,7,0,0,0,0,0,0,0,03/01/2024,home,16580,312,Iowa,9,True,7,13,-6,loss,4492953,433,2674807,2024,1
9,0,9,0,0,0,0,0,0,0,03/02/2024,home,16580,312,Iowa,9,True,12,5,7,win,4492954,433,2674807,2024,1
9,0,10,1,0,0,0,0,1,0,03/03/2024,home,16580,312,Iowa,9,True,8,3,5,win,4492955,433,2674807,2024,1
7,0,7,0,0,0,0,0,1,0,03/06/2024,home,16580,404,Memphis,9,True,5,3,2,win,4528987,433,2674807,2024,1
6,0,6,0,0,0,0,0,1,0,03/08/2024,home,16580,444,Morehead St.,9,True,10,3,7,win,4529501,433,2674807,2024,1
3,0,3,0,0,0,0,0,0,0,03/09/2024,home,16580,444,Morehead St.,9,True,13,1,12,win,4529894,433,2674807,2024,1
8,0,8,0,0,0,0,0,1,0,03/10/2024,home,16580,444,Morehead St.,9,True,6,5,1,win,4530214,433,2674807,2024,1
8,0,8,0,0,0,0,0,0,0,03/12/2024,away,16580,498,ULM,9,True,5,3,2,win,4530524,433,2674807,2024,1
7,0,7,0,0,0,0,0,0,0,03/15/2024,home,16580,648,South Carolina,9,True,5,4,1,win,4531095,433,2674807,2024,1
5,0,5,0,0,0,0,0,0,0,03/16/2024,home,16580,648,South Carolina,9,True,12,3,9,win,4531387,433,2674807,2024,1
5,2,8,1,0,0,0,0,1,0,03/17/2024,home,16580,648,South Carolina,9,True,2,6,-4,loss,4531787,433,2674807,2024,1
11,0,11,0,0,0,0,0,0,0,03/19/2024,neutral,16580,664,Southern Miss.,9,True,8,3,5,win,4531933,433,2674807,2024,1
5,0,5,0,0,0,0,0,0,0,03/22/2024,away,16580,694,Tennessee,9,True,3,15,-12,loss,4532259,433,2674807,2024,1
5,1,6,0,0,0,0,0,0,0,03/23/2024,away,16580,694,Tennessee,9,True,8,5,3,win,4532552,433,2674807,2024,1
2,1,3,0,0,0,0,0,0,0,03/24/2024,away,16580,694,Tennessee,9,True,4,15,-11,loss,4532991,433,2674807,2024,1
10,0,10,0,0,0,0,0,1,0,03/26/2024,home,16580,43,Austin Peay,9,True,13,9,4,win,4533521,433,2674807,2024,1
13,1,15,1,0,0,0,0,0,0,03/29/2024,home,16580,334,Kentucky,9,True,3,5,-2,loss,4534160,433,2674807,2024,1
6,1,7,0,0,0,0,0,2,0,03/30/2024,home,16580,334,Kentucky,9,True,9,17,-8,loss,4534552,433,2674807,2024,1
8,1,9,0,0,0,0,0,0,0,03/31/2024,home,16580,334,Kentucky,9,True,1,15,-14,loss,4534615,433,2674807,2024,1
7,0,7,0,0,0,0,0,0,0,04/05/2024,away,16580,31,Arkansas,9,True,3,8,-5,loss,4535074,433,2674807,2024,1
6,1,7,0,0,0,0,0,2,0,04/06/2024,away,16580,31,Arkansas,9,True,4,7,-3,loss,4535398,433,2674807,2024,1
11,0,11,0,0,0,0,0,1,0,04/12/2024,home,16580,430,Mississippi St.,9,True,0,8,-8,loss,5282182,433,2674807,2024,1
7,1,9,1,0,0,0,0,0,0,04/13/2024,home,16580,430,Mississippi St.,12,True,10,9,1,win,4537350,433,2674807,2024,1
3,1,4,0,0,0,0,0,0,0,04/14/2024,home,16580,430,Mississippi St.,9,True,14,2,12,win,4537626,433,2674807,2024,1
5,1,6,0,0,0,0,0,0,0,04/19/2024,away,16580,257,Georgia,9,True,6,17,-11,loss,4538116,433,2674807,2024,1
6,0,6,0,0,0,0,0,0,0,04/20/2024,away,16580,257,Georgia,9,True,2,7,-5,loss,4538414,433,2674807,2024,1
2,0,2,0,0,0,0,0,0,0,04/20/2024,away,16580,257,Georgia,9,True,3,2,1,win,5283420,433,2674807,2024,1
4,0,4,0,0,0,0,0,0,0,04/23/2024,home,16580,487,North Ala.,9,True,9,4,5,win,4539244,433,2674807,2024,1
10,1,11,0,0,0,0,0,1,0,04/25/2024,home,16580,8,Alabama,9,True,0,12,-12,loss,4539548,433,2674807,2024,1
3,0,3,0,0,0,0,0,0,0,04/26/2024,home,16580,8,Alabama,9,True,9,8,1,win,4539856,433,2674807,2024,1
5,0,5,0,0,0,0,0,0,0,05/01/2024,neutral,16580,430,Mississippi St.,9,True,1,5,-4,loss,4540769,433,2674807,2024,1
2,0,2,0,0,0,0,0,0,0,05/03/2024,away,16580,37,Auburn,9,True,11,7,4,win,4540876,433,2674807,2024,1
2,0,2,0,0,0,0,0,0,0,05/04/2024,away,16580,37,Auburn,9,True,5,4,1,win,4541123,433,2674807,2024,1
