PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
8,1,9,0,0,0,1,0,0,0,03/10/2024,away,16580,100,Cal State LA,9,True,1,5,-4,loss,4529965,92,2127643,2024,2
6,1,7,0,0,0,0,0,0,0,03/23/2024,home,16580,93,CSUSB,9,True,4,3,1,win,5255195,92,2127643,2024,2
5,0,5,0,0,0,0,0,0,0,03/28/2024,away,16580,95,Chico St.,9,True,5,3,2,win,4544325,92,2127643,2024,2
5,2,7,0,0,0,1,1,0,0,03/29/2024,away,16580,95,Chico St.,9,True,2,1,1,win,4533975,92,2127643,2024,2
3,0,3,0,0,0,0,0,0,0,04/05/2024,home,16580,30055,Cal St. Monterey Bay,9,True,18,12,6,win,4535275,92,2127643,2024,2
8,0,8,0,0,0,1,0,0,0,04/06/2024,home,16580,30055,Cal St. Monterey Bay,9,True,12,8,4,win,4544893,92,2127643,2024,2
10,1,11,0,0,0,0,0,1,0,04/07/2024,home,16580,30055,Cal St. Monterey Bay,9,True,18,5,13,win,4536007,92,2127643,2024,2
0,0,0,0,0,0,2,0,0,0,04/12/2024,away,16580,98,Cal St. East Bay,9,True,2,14,-12,loss,5282210,92,2127643,2024,2
9,1,10,0,0,0,0,1,0,0,04/12/2024,away,16580,98,Cal St. East Bay,9,True,11,7,4,win,5282239,92,2127643,2024,2
7,0,7,0,0,0,0,0,0,0,04/13/2024,away,16580,98,Cal St. East Bay,9,True,7,5,2,win,5282457,92,2127643,2024,2
7,0,7,0,0,0,0,0,0,0,04/14/2024,away,16580,98,Cal St. East Bay,9,True,0,3,-3,loss,4537522,92,2127643,2024,2
8,0,8,0,0,0,3,0,0,0,04/19/2024,home,16580,645,Sonoma St.,9,True,9,3,6,win,4538277,92,2127643,2024,2
10,0,10,0,0,0,0,0,0,0,04/20/2024,home,16580,645,Sonoma St.,9,True,6,3,3,win,4538667,92,2127643,2024,2
4,0,4,0,0,0,2,0,0,0,04/20/2024,home,16580,645,Sonoma St.,8,True,4,5,-1,loss,4545808,92,2127643,2024,2
7,0,7,0,0,0,4,0,0,0,04/21/2024,home,16580,645,Sonoma St.,10,True,15,14,1,win,4539009,92,2127643,2024,2
