PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
9,0,9,0,0,0,0,0,0,0,02/16/2024,home,16580,574514,Puget Sound,9,True,7,1,6,win,4525608,105,2802273,2024,3
10,0,10,0,0,0,1,0,0,0,02/18/2024,home,16580,574514,Puget Sound,9,True,9,2,7,win,4526172,105,2802273,2024,3
5,0,5,0,0,0,0,0,0,0,02/23/2024,home,16580,574517,Redlands,9,True,6,8,-2,loss,4526635,105,2802273,2024,3
4,1,5,0,0,0,0,0,0,0,02/24/2024,away,16580,574517,Redlands,9,True,4,1,3,win,4526985,105,2802273,2024,3
2,0,2,0,0,0,0,0,0,0,02/24/2024,away,16580,574517,Redlands,9,True,12,9,3,win,4543814,105,2802273,2024,3
7,3,10,0,0,0,1,0,0,0,03/01/2024,home,16580,574584,Whittier,9,True,1,3,-2,loss,4527906,105,2802273,2024,3
3,0,3,0,0,0,0,0,0,0,03/03/2024,away,16580,574584,Whittier,9,True,5,6,-1,loss,4528218,105,2802273,2024,3
9,3,12,0,0,0,0,1,0,0,03/08/2024,home,16580,574774,Cortland,9,True,10,4,6,win,4529394,105,2802273,2024,3
1,1,2,0,0,0,0,0,0,0,03/09/2024,home,16580,574774,Cortland,9,True,4,2,2,win,4529791,105,2802273,2024,3
2,0,3,1,0,0,0,0,0,0,03/10/2024,home,16580,574774,Cortland,9,True,6,5,1,win,4530160,105,2802273,2024,3
4,3,7,0,0,0,2,1,0,0,03/15/2024,away,16580,574765,Claremont-M-S,9,True,3,5,-2,loss,4530996,105,2802273,2024,3
3,1,4,0,0,0,0,1,0,0,03/16/2024,home,16580,574765,Claremont-M-S,9,True,5,2,3,win,4531300,105,2802273,2024,3
3,0,3,0,0,0,0,0,0,0,03/16/2024,home,16580,574765,Claremont-M-S,9,True,3,6,-3,loss,4544304,105,2802273,2024,3
4,3,7,0,0,0,0,0,0,0,03/22/2024,home,16580,574637,Pacific Lutheran,9,True,15,1,14,win,5254951,105,2802273,2024,3
3,0,3,0,0,0,0,0,0,0,03/22/2024,home,16580,574637,Pacific Lutheran,9,True,8,4,4,win,4532402,105,2802273,2024,3
9,0,9,0,0,0,1,0,0,0,03/23/2024,home,16580,574637,Pacific Lutheran,9,True,4,6,-2,loss,4532729,105,2802273,2024,3
8,3,11,0,0,0,0,1,0,0,03/28/2024,away,16580,574500,Occidental,9,True,11,5,6,win,5255929,105,2802273,2024,3
10,2,12,0,0,0,0,0,0,0,03/29/2024,home,16580,574500,Occidental,9,True,9,8,1,win,4534353,105,2802273,2024,3
2,0,2,0,0,0,0,0,0,0,03/29/2024,home,16580,574500,Occidental,9,True,13,5,8,win,4543106,105,2802273,2024,3
9,2,11,0,0,0,0,0,0,0,04/05/2024,home,16580,574749,Caltech,9,True,14,4,10,win,4535252,105,2802273,2024,3
8,2,10,0,0,1,0,1,0,0,04/06/2024,away,16580,574749,Caltech,9,True,13,7,6,win,4544700,105,2802273,2024,3
3,2,5,0,0,0,0,1,0,0,04/12/2024,away,16580,574829,La Verne,9,True,4,12,-8,loss,4536779,105,2802273,2024,3
2,0,2,0,0,0,1,0,0,0,04/15/2024,home,16580,574829,La Verne,9,True,7,6,1,win,4545497,105,2802273,2024,3
5,1,6,0,0,0,0,1,0,0,04/20/2024,away,16580,574512,Pomona-Pitzer,9,True,2,11,-9,loss,4538605,105,2802273,2024,3
8,0,8,0,0,0,0,0,0,0,04/20/2024,away,16580,574512,Pomona-Pitzer,14,True,8,9,-1,loss,4545688,105,2802273,2024,3
10,0,10,0,0,0,0,0,0,0,04/27/2024,away,16580,574587,Willamette,9,True,9,2,7,win,4540114,105,2802273,2024,3
9,1,10,0,0,0,0,0,0,0,04/28/2024,away,16580,574587,Willamette,9,True,10,6,4,win,4540447,105,2802273,2024,3
7,0,8,1,0,0,0,0,0,0,05/03/2024,away,16580,574762,Chapman,9,True,5,0,5,win,4541026,105,2802273,2024,3
10,1,11,0,0,0,1,0,0,0,05/04/2024,home,16580,574762,Chapman,9,True,3,2,1,win,4541237,105,2802273,2024,3
5,0,6,1,1,0,1,0,0,0,05/09/2024,away,16580,574829,La Verne,9,True,4,5,-1,loss,5315534,105,2802273,2024,3
1,1,2,0,0,0,0,0,0,0,05/10/2024,away,16580,574765,Claremont-M-S,9,True,9,10,-1,loss,5334522,105,2802273,2024,3
4,0,4,0,0,0,0,0,0,0,05/17/2024,neutral,16580,574761,Centre,9,True,7,0,7,win,5335110,105,2802273,2024,3
6,1,7,0,0,0,2,0,0,0,05/18/2024,neutral,16580,574761,Centre,9,True,6,7,-1,loss,5335656,105,2802273,2024,3
