PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
4,0,4,0,0,0,0,0,0,0,02/18/2023,home,16340,30170,Alfred St.,9,True,6,11,-5,loss,2390666,225,2809087,2023,3
1,0,1,0,0,0,0,0,0,0,02/19/2023,home,16340,30170,Alfred St.,9,True,11,10,1,win,2391042,225,2809087,2023,3
6,0,6,0,0,0,0,0,0,0,02/20/2023,home,16340,30164,Southern Va.,9,True,8,5,3,win,2390240,225,2809087,2023,3
3,0,3,0,0,0,0,0,0,0,03/09/2023,home,16340,17094,William Peace,9,True,17,14,3,win,2394173,225,2809087,2023,3
1,0,1,0,0,0,0,0,0,0,03/11/2023,away,16340,565,Randolph-Macon,9,True,3,6,-3,loss,2423981,225,2809087,2023,3
4,0,4,0,0,0,0,0,0,0,03/12/2023,away,16340,565,Randolph-Macon,9,True,5,11,-6,loss,2394728,225,2809087,2023,3
2,0,2,0,0,0,0,0,0,0,03/19/2023,away,16340,269,Hampden-Sydney,9,True,2,7,-5,loss,2410452,225,2809087,2023,3
1,0,1,0,0,0,0,0,0,0,03/21/2023,away,16340,17094,William Peace,9,True,9,3,6,win,2425576,225,2809087,2023,3
1,0,1,0,0,0,0,0,0,0,03/22/2023,home,16340,1112,Guilford,9,True,7,11,-4,loss,2397232,225,2809087,2023,3
3,0,3,0,0,0,0,0,0,0,03/26/2023,away,16340,203,East. Mennonite,9,True,16,5,11,win,2397819,225,2809087,2023,3
4,0,4,0,0,0,0,0,0,0,03/26/2023,away,16340,203,East. Mennonite,9,True,9,3,6,win,2410265,225,2809087,2023,3
2,0,3,1,0,0,0,0,0,0,03/28/2023,home,16340,44,Averett,9,True,5,6,-1,loss,2398565,225,2809087,2023,3
5,1,6,0,0,0,0,0,0,0,03/29/2023,home,16340,389,Mary Baldwin,9,True,12,7,5,win,2398700,225,2809087,2023,3
2,0,2,0,0,0,0,0,0,0,04/02/2023,home,16340,75,Bridgewater (VA),9,True,11,13,-2,loss,2399472,225,2809087,2023,3
3,0,3,0,0,0,0,0,0,0,04/02/2023,home,16340,75,Bridgewater (VA),9,True,7,6,1,win,2409488,225,2809087,2023,3
3,0,3,0,0,0,0,0,0,0,04/08/2023,away,16340,374,Lynchburg,9,True,0,3,-3,loss,2400839,225,2809087,2023,3
1,0,1,0,0,0,0,0,0,0,04/08/2023,away,16340,374,Lynchburg,9,True,4,5,-1,loss,2409336,225,2809087,2023,3
5,0,5,0,0,0,0,0,0,0,04/11/2023,away,16340,1112,Guilford,9,True,2,10,-8,loss,2401401,225,2809087,2023,3
2,1,3,0,0,0,0,0,1,0,04/15/2023,home,16340,745,Va. Wesleyan,10,True,10,9,1,win,2402266,225,2809087,2023,3
2,0,2,0,0,0,0,0,0,0,04/15/2023,home,16340,745,Va. Wesleyan,9,True,9,6,3,win,2409113,225,2809087,2023,3
