PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
9,0,9,0,0,0,0,0,0,0,02/09/2024,away,16580,12830,Tusculum,9,True,8,2,6,win,4525255,30050,2810655,2024,2
5,1,6,0,0,0,0,1,0,0,02/09/2024,away,16580,12830,Tusculum,9,True,4,3,1,win,4543134,30050,2810655,2024,2
7,0,7,0,0,0,1,0,0,0,02/11/2024,away,16580,12830,Tusculum,9,True,4,5,-1,loss,4525347,30050,2810655,2024,2
6,0,6,0,0,0,1,0,0,0,02/16/2024,away,16580,30075,Mary,9,True,13,3,10,win,4525605,30050,2810655,2024,2
7,1,8,0,0,1,4,1,0,0,02/18/2024,away,16580,9012,Mo. Southern St.,9,True,2,5,-3,loss,4526265,30050,2810655,2024,2
6,0,6,0,0,0,0,0,0,0,02/23/2024,home,16580,30221,Davenport,9,True,16,5,11,win,4526628,30050,2810655,2024,2
9,1,10,0,0,0,1,1,0,0,02/24/2024,home,16580,30221,Davenport,9,True,5,9,-4,loss,5249471,30050,2810655,2024,2
6,3,9,0,0,0,2,2,0,0,02/25/2024,home,16580,30221,Davenport,9,True,8,18,-10,loss,5249682,30050,2810655,2024,2
11,0,11,0,0,1,0,0,0,0,03/01/2024,home,16580,30002,Trevecca Nazarene,9,True,9,4,5,win,4527882,30050,2810655,2024,2
8,1,9,0,0,0,2,1,0,0,03/02/2024,home,16580,30002,Trevecca Nazarene,9,True,9,6,3,win,5250832,30050,2810655,2024,2
5,1,6,0,0,0,2,1,0,0,03/08/2024,away,16580,1328,Rockhurst,9,True,8,7,1,win,4529215,30050,2810655,2024,2
