PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
6,0,6,0,0,0,0,0,1,0,02/19/2023,home,16340,30170,Alfred St.,9,True,11,10,1,win,2391042,225,2667146,2023,3
3,0,3,0,0,0,0,0,0,0,02/24/2023,home,16340,30081,Penn St. Harrisburg,9,True,8,14,-6,loss,2407854,225,2667146,2023,3
2,0,2,0,0,0,0,0,0,0,02/26/2023,home,16340,30081,Penn St. Harrisburg,9,True,10,17,-7,loss,2392171,225,2667146,2023,3
1,0,3,2,0,0,0,0,0,0,02/26/2023,home,16340,30081,Penn St. Harrisburg,9,True,4,20,-16,loss,2408394,225,2667146,2023,3
1,1,3,1,0,0,0,0,0,0,03/01/2023,away,16340,30164,Southern Va.,9,True,2,5,-3,loss,2392547,225,2667146,2023,3
2,0,2,0,0,0,0,0,0,0,03/05/2023,away,16340,21830,Piedmont,9,True,2,4,-2,loss,2393336,225,2667146,2023,3
1,0,1,0,0,0,0,0,0,0,03/09/2023,home,16340,17094,William Peace,9,True,17,14,3,win,2394173,225,2667146,2023,3
5,0,5,0,0,0,0,0,0,0,03/11/2023,away,16340,565,Randolph-Macon,9,True,3,6,-3,loss,2423981,225,2667146,2023,3
2,0,3,1,0,0,0,0,0,0,03/19/2023,away,16340,269,Hampden-Sydney,9,True,2,7,-5,loss,2410452,225,2667146,2023,3
9,0,9,0,0,0,0,0,0,0,03/26/2023,away,16340,203,East. Mennonite,9,True,16,5,11,win,2397819,225,2667146,2023,3
1,0,1,0,0,0,0,0,1,0,03/29/2023,home,16340,389,Mary Baldwin,9,True,12,7,5,win,2398700,225,2667146,2023,3
0,1,3,2,0,0,0,0,0,0,04/02/2023,home,16340,75,Bridgewater (VA),9,True,7,6,1,win,2409488,225,2667146,2023,3
0,1,1,0,0,0,0,0,0,0,04/03/2023,away,16340,578,Roanoke,9,True,11,17,-6,loss,2399791,225,2667146,2023,3
0,4,4,0,0,0,0,0,0,0,04/04/2023,away,16340,542,Pfeiffer,9,True,11,12,-1,loss,2399799,225,2667146,2023,3
1,0,1,0,0,0,0,0,0,0,04/08/2023,away,16340,374,Lynchburg,9,True,0,3,-3,loss,2400839,225,2667146,2023,3
0,0,1,1,0,0,0,0,0,0,04/08/2023,away,16340,374,Lynchburg,9,True,4,5,-1,loss,2409336,225,2667146,2023,3
9,0,9,0,0,0,0,0,2,0,04/15/2023,home,16340,745,Va. Wesleyan,10,True,10,9,1,win,2402266,225,2667146,2023,3
2,0,2,0,0,0,0,0,0,0,04/23/2023,home,16340,752,Wash. & Lee,9,True,5,11,-6,loss,2411506,225,2667146,2023,3
