PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
7,2,9,0,0,1,2,1,0,0,02/17/2023,home,16340,660,SIUE,9,True,0,2,-2,loss,2390480,2743,2674524,2023,1
13,3,16,0,0,0,0,0,0,0,02/18/2023,home,16340,660,SIUE,9,True,5,1,4,win,2390807,2743,2674524,2023,1
8,0,8,0,0,0,3,0,0,0,02/19/2023,home,16340,660,SIUE,9,True,5,9,-4,loss,2391011,2743,2674524,2023,1
3,3,6,0,0,0,0,1,0,0,02/21/2023,home,16340,1395,Tarleton St.,9,True,3,5,-2,loss,2391093,2743,2674524,2023,1
7,1,8,0,0,1,4,1,0,0,02/24/2023,away,16340,26172,A&M-Corpus Christi,9,True,10,4,6,win,2391282,2743,2674524,2023,1
10,1,11,0,0,0,1,0,0,0,02/25/2023,neutral,16340,732,Utah,9,True,6,13,-7,loss,2391869,2743,2674524,2023,1
10,0,10,0,0,0,7,0,0,0,02/26/2023,neutral,16340,288,Houston,9,True,10,8,2,win,2392072,2743,2674524,2023,1
2,1,3,0,0,0,0,0,0,0,02/28/2023,home,16340,670,Texas St.,9,True,8,12,-4,loss,2392341,2743,2674524,2023,1
6,0,6,0,0,1,3,0,0,0,03/03/2023,home,16340,498,ULM,13,True,5,4,1,win,2392893,2743,2674524,2023,1
5,2,7,0,0,0,1,0,0,0,03/05/2023,home,16340,498,ULM,9,True,12,4,8,win,2393599,2743,2674524,2023,1
6,1,9,2,0,0,5,1,0,0,03/07/2023,away,16340,697,Texas A&M,9,True,5,13,-8,loss,2393931,2743,2674524,2023,1
9,1,10,0,0,2,2,0,0,0,03/10/2023,home,16340,665,Southern U.,9,True,6,5,1,win,2394497,2743,2674524,2023,1
2,3,5,0,0,0,0,0,0,0,03/11/2023,home,16340,665,Southern U.,9,True,11,4,7,win,2394835,2743,2674524,2023,1
6,0,7,1,0,0,4,0,0,0,03/12/2023,home,16340,665,Southern U.,9,True,12,2,10,win,2395166,2743,2674524,2023,1
8,1,9,0,0,0,5,1,0,0,03/17/2023,away,16340,1395,Tarleton St.,9,True,6,10,-4,loss,2396040,2743,2674524,2023,1
