PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
9,0,9,0,0,0,0,0,1,0,02/25/2024,home,16580,30083,SUNY Cobleskill,9,True,4,0,4,win,4527013,784,2678469,2024,3
1,0,1,0,0,0,0,0,0,0,02/27/2024,home,16580,336,King's (PA),9,True,2,1,1,win,4527690,784,2678469,2024,3
10,0,10,0,0,0,0,0,0,0,03/02/2024,home,16580,511,Norwich,9,True,9,6,3,win,4528388,784,2678469,2024,3
4,0,4,0,0,0,0,0,0,0,03/03/2024,away,16580,538,Penn St.-Behrend,9,True,4,0,4,win,4544597,784,2678469,2024,3
8,1,9,0,0,0,0,0,0,0,03/05/2024,away,16580,351,Lebanon Valley,9,True,6,4,2,win,4528895,784,2678469,2024,3
8,0,8,0,0,0,0,0,0,0,03/07/2024,home,16580,179,Delaware Valley,9,True,12,6,6,win,4529186,784,2678469,2024,3
9,0,9,0,0,0,0,0,1,0,03/10/2024,home,16580,16,Albright,9,True,8,3,5,win,4530140,784,2678469,2024,3
9,1,10,0,0,0,0,0,1,0,03/13/2024,home,16580,213,Elmira,9,True,13,9,4,win,4530676,784,2678469,2024,3
9,1,10,0,0,0,0,0,1,0,03/16/2024,home,16580,190,Drew,9,True,11,5,6,win,4531317,784,2678469,2024,3
4,0,4,0,0,0,0,0,2,0,03/16/2024,home,16580,190,Drew,9,True,0,3,-3,loss,4544313,784,2678469,2024,3
6,0,6,0,0,0,0,0,0,0,03/22/2024,home,16580,443,Moravian,9,True,12,2,10,win,4533103,784,2678469,2024,3
