PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
3,0,3,0,0,0,0,0,0,0,02/04/2023,home,16340,1010,Central Wash.,9,True,7,5,2,win,2407988,93,2489493,2023,2
1,0,1,0,0,0,0,0,0,0,02/05/2023,home,16340,1010,Central Wash.,9,True,19,6,13,win,2389831,93,2489493,2023,2
1,0,1,0,0,0,0,0,0,0,02/11/2023,home,16340,1343,Saint Martin's,9,True,10,1,9,win,2390068,93,2489493,2023,2
2,0,2,0,0,0,0,0,0,0,02/11/2023,home,16340,1343,Saint Martin's,9,True,12,4,8,win,2407825,93,2489493,2023,2
2,0,2,0,0,0,0,0,0,0,02/18/2023,home,16340,30149,Point Loma,9,True,20,4,16,win,2390784,93,2489493,2023,2
1,0,1,0,0,0,0,0,0,0,03/04/2023,home,16340,30198,Cal St. San Marcos,9,True,11,2,9,win,2408663,93,2489493,2023,2
1,0,1,0,0,0,0,0,0,0,03/17/2023,home,16340,628,San Fran. St.,9,True,7,16,-9,loss,2395978,93,2489493,2023,2
3,0,3,0,0,0,0,0,0,0,03/18/2023,home,16340,628,San Fran. St.,9,True,2,10,-8,loss,2409679,93,2489493,2023,2
2,0,2,0,0,0,0,0,0,0,03/19/2023,home,16340,628,San Fran. St.,10,True,10,8,2,win,2396633,93,2489493,2023,2
5,0,5,0,0,0,0,0,0,0,03/25/2023,away,16340,91,Cal Poly Pomona,9,True,2,3,-1,loss,2397511,93,2489493,2023,2
4,0,4,0,0,0,0,0,0,0,03/26/2023,away,16340,91,Cal Poly Pomona,9,True,2,0,2,win,2397962,93,2489493,2023,2
4,0,4,0,0,0,0,0,0,0,03/26/2023,away,16340,91,Cal Poly Pomona,9,True,1,2,-1,loss,2410665,93,2489493,2023,2
1,0,1,0,0,0,0,0,0,0,03/31/2023,home,16340,645,Sonoma St.,9,True,16,4,12,win,2398821,93,2489493,2023,2
2,0,2,0,0,0,0,0,0,0,04/01/2023,home,16340,645,Sonoma St.,9,True,2,5,-3,loss,2410182,93,2489493,2023,2
1,0,1,0,0,0,0,0,0,0,04/03/2023,away,16340,100,Cal State LA,9,True,2,1,1,win,2429501,93,2489493,2023,2
6,0,6,0,0,0,0,0,0,0,04/06/2023,away,16340,98,Cal St. East Bay,11,True,4,5,-1,loss,2427950,93,2489493,2023,2
1,0,1,0,0,0,0,0,0,0,04/15/2023,home,16340,30055,Cal St. Monterey Bay,9,True,6,2,4,win,2402393,93,2489493,2023,2
2,0,2,0,0,0,0,0,0,0,04/15/2023,home,16340,30055,Cal St. Monterey Bay,9,True,6,14,-8,loss,2410214,93,2489493,2023,2
