PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,1,2,0,0,0,0,0,0,0,02/24/2023,away,16340,1111,Greenville,9,True,0,10,-10,loss,2391372,300,2651828,2023,3
1,0,1,0,0,0,0,0,0,0,02/25/2023,neutral,16340,462,Neb. Wesleyan,9,True,6,12,-6,loss,2391697,300,2651828,2023,3
5,0,5,0,0,0,0,0,0,0,02/26/2023,away,16340,462,Neb. Wesleyan,9,True,11,0,11,win,2392085,300,2651828,2023,3
1,0,1,0,0,0,0,0,0,0,02/26/2023,away,16340,11538,Fontbonne,9,True,4,5,-1,loss,2392287,300,2651828,2023,3
3,0,3,0,0,0,0,0,0,0,03/04/2023,away,16340,755,WashU,11,True,5,6,-1,loss,2393513,300,2651828,2023,3
4,0,4,0,0,0,0,0,0,0,03/05/2023,away,16340,755,WashU,9,True,4,9,-5,loss,2393143,300,2651828,2023,3
2,0,2,0,0,0,0,0,0,0,03/05/2023,away,16340,755,WashU,9,True,9,11,-2,loss,2408545,300,2651828,2023,3
0,1,1,0,0,0,0,0,0,0,03/11/2023,neutral,16340,525,Olivet,9,True,13,3,10,win,2394668,300,2651828,2023,3
2,0,2,0,0,0,0,0,0,0,03/12/2023,neutral,16340,577,Ripon,9,True,11,1,10,win,2395212,300,2651828,2023,3
2,0,2,0,0,0,0,0,0,0,03/15/2023,neutral,16340,137,UChicago,9,True,2,11,-9,loss,2395700,300,2651828,2023,3
6,1,7,0,0,0,0,1,0,0,03/17/2023,neutral,16340,652,Sewanee,9,True,10,6,4,win,2395939,300,2651828,2023,3
4,2,7,1,0,0,1,2,0,0,03/18/2023,away,16340,573,Rhodes,9,True,8,16,-8,loss,2396279,300,2651828,2023,3
2,0,2,0,0,0,0,0,0,0,03/26/2023,away,16340,747,Wabash,9,True,9,12,-3,loss,2425750,300,2651828,2023,3
8,0,8,0,0,0,0,0,0,0,03/26/2023,away,16340,747,Wabash,10,True,7,8,-1,loss,2398200,300,2651828,2023,3
4,1,5,0,0,0,1,1,0,0,03/27/2023,home,16340,747,Wabash,9,True,4,7,-3,loss,2397786,300,2651828,2023,3
2,0,2,0,0,0,0,0,0,0,03/29/2023,away,16340,201,Eastern Ill.,9,True,7,24,-17,loss,2398647,300,2651828,2023,3
5,0,5,0,0,0,0,0,0,0,04/01/2023,away,16340,496,North Park,9,True,12,2,10,win,2399395,300,2651828,2023,3
5,2,8,1,0,0,1,0,0,0,04/02/2023,away,16340,496,North Park,9,True,3,6,-3,loss,2409291,300,2651828,2023,3
5,0,5,0,0,1,0,0,0,0,04/02/2023,home,16340,496,North Park,9,True,9,11,-2,loss,2399730,300,2651828,2023,3
2,0,2,0,0,0,0,0,0,0,04/07/2023,away,16340,121,Carthage,9,True,4,2,2,win,2400504,300,2651828,2023,3
2,0,2,0,0,0,0,0,0,0,04/07/2023,away,16340,121,Carthage,9,True,10,5,5,win,2409773,300,2651828,2023,3
1,0,1,0,0,0,0,0,0,0,04/08/2023,home,16340,424,Millikin,9,True,4,6,-2,loss,2400916,300,2651828,2023,3
3,0,3,0,0,0,0,0,0,0,04/11/2023,home,16340,297,Illinois Col.,9,True,13,12,1,win,2401472,300,2651828,2023,3
1,0,1,0,0,0,0,0,0,0,04/14/2023,home,16340,212,Elmhurst,9,True,6,7,-1,loss,2402242,300,2651828,2023,3
1,0,1,0,0,0,0,0,0,0,04/14/2023,home,16340,212,Elmhurst,9,True,11,5,6,win,2409750,300,2651828,2023,3
1,0,1,0,0,0,0,0,0,0,04/15/2023,away,16340,212,Elmhurst,9,True,3,11,-8,loss,2402783,300,2651828,2023,3
4,0,4,0,0,2,0,0,0,0,04/18/2023,away,16340,120,Carroll (WI),9,True,2,4,-2,loss,2402942,300,2651828,2023,3
