PO,A,TC,E,CI,PB,SBA,CSB,IDP,TP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
12,0,12,0,0,0,1,0,0,0,02/17/2023,neutral,16340,735,Valparaiso,9,True,5,1,4,win,2390398,328,2110608,2023,1
7,0,7,0,0,0,2,0,0,0,02/18/2023,neutral,16340,735,Valparaiso,9,True,3,11,-8,loss,2390715,328,2110608,2023,1
10,2,12,0,0,0,3,0,0,0,02/19/2023,neutral,16340,735,Valparaiso,9,True,6,4,2,win,2390959,328,2110608,2023,1
7,0,7,0,0,0,0,0,1,0,02/24/2023,neutral,16340,514,Oakland,9,True,7,0,7,win,2391340,328,2110608,2023,1
7,1,9,1,0,0,2,0,0,0,02/25/2023,neutral,16340,514,Oakland,9,True,4,1,3,win,2391678,328,2110608,2023,1
8,0,8,0,0,0,0,0,1,0,02/26/2023,neutral,16340,514,Oakland,9,True,26,3,23,win,2392071,328,2110608,2023,1
13,3,16,0,0,0,0,3,0,0,02/27/2023,neutral,16340,514,Oakland,9,True,3,6,-3,loss,2392313,328,2110608,2023,1
10,0,10,0,0,0,0,0,0,0,03/03/2023,away,16340,14927,Belmont,9,True,5,7,-2,loss,2392619,328,2110608,2023,1
8,0,8,0,0,0,0,0,1,0,03/04/2023,away,16340,14927,Belmont,9,True,5,0,5,win,2392918,328,2110608,2023,1
8,1,9,0,0,0,4,1,0,0,03/05/2023,away,16340,14927,Belmont,9,True,4,7,-3,loss,2393343,328,2110608,2023,1
9,0,9,0,0,0,0,0,2,0,03/08/2023,home,16340,782,Wichita St.,9,True,4,0,4,win,2393976,328,2110608,2023,1
7,2,9,0,0,0,2,0,0,0,03/10/2023,neutral,16340,769,Western Caro.,9,True,3,5,-2,loss,2394483,328,2110608,2023,1
7,0,7,0,0,0,0,0,0,0,03/11/2023,neutral,16340,416,Michigan St.,9,True,6,10,-4,loss,2394859,328,2110608,2023,1
9,0,9,0,0,0,0,0,1,0,03/14/2023,away,16340,48,Charleston So.,9,True,3,5,-2,loss,2395347,328,2110608,2023,1
3,3,6,0,0,0,1,2,0,0,03/15/2023,away,16340,48,Charleston So.,9,True,4,12,-8,loss,2395588,328,2110608,2023,1
9,0,9,0,0,0,0,0,0,0,03/17/2023,away,16340,141,The Citadel,9,True,3,4,-1,loss,2425048,328,2110608,2023,1
6,2,8,0,0,0,0,2,1,0,03/17/2023,away,16340,141,The Citadel,9,True,2,3,-1,loss,2425152,328,2110608,2023,1
8,1,9,0,0,0,0,0,2,0,03/19/2023,away,16340,141,The Citadel,9,True,12,8,4,win,2396591,328,2110608,2023,1
8,1,9,0,0,0,0,0,1,0,03/22/2023,neutral,16340,434,Missouri,9,True,3,8,-5,loss,2397126,328,2110608,2023,1
9,1,10,0,0,0,0,0,0,0,03/24/2023,away,16340,698,TCU,9,True,6,8,-2,loss,2397557,328,2110608,2023,1
5,0,6,1,0,0,4,0,0,0,03/25/2023,away,16340,698,TCU,9,True,5,18,-13,loss,2397937,328,2110608,2023,1
3,2,5,0,0,0,0,0,1,0,03/26/2023,away,16340,698,TCU,9,True,0,14,-14,loss,2398217,328,2110608,2023,1
