season,season_id,school_id,division,date,game_id,field,opponent_id,opponent_name,runs_scored,runs_allowed,W,L,SV,CG,SHO,IP,H,R,ER,2B,3B,HR,BB,IBB,SO,HBP,Bk,WP,BF,P-OAB,IR,IRS,SHA,SFA,GO,FO,KL,pickoffs,PF,W-L%,ERA,ERA-,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,RA9
2023,16340,2,1.0,02/18/2023,2390526,home,466,Nevada,5,4,1,0,1,0.0,0,9.0,9,4,4,0,0,2,3,0,8,2,0,3,40,35,0,0,0,0,4,14,2,0.0,183.33333333333334,1.0,4.0,12.0,5.931671613860205,1.3333333333333333,9.0,2.0,3.0,8.0,2.6666666666666665,4.0
2023,16340,2,1.0,02/19/2023,2390845,home,466,Nevada,7,9,0,0,0,0.0,0,9.0,10,7,7,1,0,2,4,1,13,1,0,2,41,35,5,2,0,1,9,4,6,0.0,183.33333333333334,,7.0,20.0,4.820560502749094,1.5555555555555556,10.0,2.0,4.0,13.0,3.25,7.0
2023,16340,2,1.0,02/20/2023,2391069,home,466,Nevada,7,3,1,0,0,0.0,0,9.0,6,3,3,2,0,1,6,0,9,1,1,0,40,32,1,0,0,1,6,12,5,0.0,183.33333333333334,1.0,3.0,9.0,4.931671613860205,1.3333333333333333,6.0,1.0,6.0,9.0,1.5,3.0
2023,16340,2,1.0,02/22/2023,2391249,neutral,522,Oklahoma,4,3,1,0,0,0.0,0,10.0,5,3,3,0,0,0,10,0,10,1,0,0,43,31,3,1,0,1,10,7,2,0.0,183.33333333333334,1.0,2.6999999999999997,8.0,4.453893836082428,1.5,4.5,0.0,9.0,9.0,1.0,2.6999999999999997
2023,16340,2,1.0,02/25/2023,2391650,home,654,Southeast Mo. St.,3,0,1,0,0,1.0,1,7.0,1,0,0,0,0,0,1,0,9,0,0,0,22,21,0,0,0,0,5,6,1,0.0,183.33333333333334,1.0,0.0,0.0,1.011036693225285,0.2857142857142857,1.2857142857142856,0.0,1.2857142857142856,11.571428571428573,9.0,0.0
2023,16340,2,1.0,02/25/2023,2408039,home,654,Southeast Mo. St.,2,23,0,1,0,0.0,0,1.6666666666666665,13,14,14,1,1,3,0,0,1,2,0,2,19,16,4,4,0,1,0,3,0,0.0,183.33333333333334,0.0,75.60000000000001,219.0,28.95389383608243,7.800000000000001,70.2,16.200000000000003,0.0,5.4,inf,75.60000000000001
2023,16340,2,1.0,02/26/2023,2391311,home,654,Southeast Mo. St.,5,4,1,0,0,0.0,0,9.0,7,4,4,0,1,0,4,0,7,5,0,1,41,29,4,3,3,0,12,6,1,1.0,183.33333333333334,1.0,4.0,12.0,4.598338280526872,1.2222222222222223,7.0,0.0,4.0,7.0,1.75,4.0
2023,16340,2,1.0,02/26/2023,2392033,home,654,Southeast Mo. St.,7,4,1,0,0,0.0,0,7.0,2,1,1,0,0,1,0,0,6,2,0,0,23,21,2,0,0,0,7,6,2,0.0,183.33333333333334,1.0,1.2857142857142856,4.0,4.153893836082428,0.2857142857142857,2.571428571428571,1.2857142857142856,0.0,7.7142857142857135,inf,1.2857142857142856
2023,16340,2,1.0,03/03/2023,2392647,home,287,Houston Christian,13,3,1,0,0,0.0,0,8.0,5,3,3,1,0,1,5,0,13,0,0,1,35,30,0,0,0,0,10,2,5,0.0,183.33333333333334,1.0,3.375,10.0,3.403893836082428,1.25,5.625,1.125,5.625,14.625,2.6,3.375
2023,16340,2,1.0,03/04/2023,2392991,home,287,Houston Christian,12,6,1,0,0,0.0,0,9.0,8,6,5,1,0,1,7,0,8,3,1,2,42,30,6,0,1,1,10,5,2,0.0,183.33333333333334,1.0,5.0,14.0,6.153893836082428,1.6666666666666667,8.0,1.0,7.0,8.0,1.1428571428571428,6.0
2023,16340,2,1.0,03/04/2023,2408158,home,287,Houston Christian,9,5,1,0,0,0.0,0,7.0,9,5,5,3,0,1,2,0,7,0,0,0,29,27,0,0,0,0,8,3,4,0.0,183.33333333333334,1.0,6.428571428571429,19.0,3.868179550368142,1.5714285714285714,11.571428571428573,1.2857142857142856,2.571428571428571,9.0,3.5,6.428571428571429
